DateTime,grid_demand_mwh,system_margin,renewable_output_mwh,stack_marginal_cost
[22/02/2025 20:00],35760.2,2187.3,7539.8,74.13
[22/02/2025 21:00],40730.6,5380.9,5756.1,92.43
[22/02/2025 22:00],46391.4,2861.0,7504.0,92.01
[22/02/2025 23:00],43901.6,3957.8,1882.9,71.69
[23/02/2025 00:00],32011.3,2202.5,5372.8,77.67
[23/02/2025 01:00],48649.1,2446.1,6665.6,93.88
[23/02/2025 02:00],45997.9,2566.7,6250.0,39.92
[23/02/2025 03:00],44645.6,7176.8,5777.7,95.19
[23/02/2025 04:00],32578.0,9361.1,7406.9,71.82
[23/02/2025 05:00],49161.1,4236.5,6897.0,91.46
[23/02/2025 06:00],32565.6,3457.4,5507.3,62.1
[23/02/2025 07:00],32410.9,2943.7,3627.0,72.12
[23/02/2025 08:00],34449.8,8629.2,1812.9,53.77
[23/02/2025 09:00],34235.6,7049.1,7940.4,106.29
[23/02/2025 10:00],45727.2,7496.5,7398.4,62.25
[23/02/2025 11:00],33607.0,3634.7,3306.6,79.73
[23/02/2025 12:00],40549.2,8191.7,1820.8,52.63
[23/02/2025 13:00],40919.3,8223.2,2884.4,82.15
[23/02/2025 14:00],33680.3,9446.8,2894.9,84.54
[23/02/2025 15:00],46429.7,2673.0,4252.5,61.48
[23/02/2025 16:00],48501.1,2093.0,2420.4,67.37
[23/02/2025 17:00],44217.7,4514.8,7367.1,96.93
[23/02/2025 18:00],40950.7,8038.0,1679.6,38.69
[23/02/2025 19:00],46927.3,7063.6,2831.3,76.11
[23/02/2025 20:00],42415.0,7385.3,2157.9,62.01
[23/02/2025 21:00],47028.3,2428.1,1305.4,56.63
[23/02/2025 22:00],46152.1,9916.1,7709.1,51.5
[23/02/2025 23:00],35058.6,3996.0,7113.7,38.61
[24/02/2025 00:00],35216.7,6197.5,4470.9,96.5
[24/02/2025 01:00],35760.3,5428.6,1702.2,41.48
[24/02/2025 02:00],38193.8,7207.4,882.5,36.98
[24/02/2025 03:00],38080.4,2840.8,3293.8,89.17
[24/02/2025 04:00],41780.6,9394.8,4737.0,76.89
[24/02/2025 05:00],46848.6,5805.3,6690.2,105.29
[24/02/2025 06:00],46921.4,7381.1,2522.6,39.51
[24/02/2025 07:00],37145.6,3288.1,2775.6,44.22
[24/02/2025 08:00],49543.5,5673.3,7673.2,60.72
[24/02/2025 09:00],32602.7,7997.5,3614.8,48.83
[24/02/2025 10:00],32933.0,9101.1,1226.7,85.82
[24/02/2025 11:00],49062.1,6379.0,573.1,101.86
[24/02/2025 12:00],33557.3,7205.2,3494.6,38.66
[24/02/2025 13:00],40830.6,9333.3,5864.1,88.16
[24/02/2025 14:00],43516.4,5298.1,989.9,68.56
[24/02/2025 15:00],34415.2,6069.4,3232.0,55.25
[24/02/2025 16:00],30263.9,3254.9,3735.1,59.59
[24/02/2025 17:00],45254.4,8769.0,1225.1,78.98
[24/02/2025 18:00],32995.0,2426.4,3915.4,86.88
[24/02/2025 19:00],44668.3,2272.5,7745.9,69.31
[24/02/2025 20:00],34172.9,8705.1,6060.0,86.16
[24/02/2025 21:00],32917.6,5715.5,2621.7,105.65
[24/02/2025 22:00],38565.7,6467.8,7845.8,50.4
[24/02/2025 23:00],46254.0,2499.1,4539.4,50.66
[25/02/2025 00:00],46429.2,8682.7,1769.7,74.24
[25/02/2025 01:00],47508.7,3196.5,7067.4,94.08
[25/02/2025 02:00],38807.0,2930.9,2505.2,86.05
[25/02/2025 03:00],30953.3,4917.5,6849.0,54.24
[25/02/2025 04:00],39070.8,4779.9,761.5,82.07
[25/02/2025 05:00],48106.2,9067.8,1914.5,77.63
[25/02/2025 06:00],34289.6,8648.3,909.4,109.65
[25/02/2025 07:00],45480.7,9566.9,2274.7,38.74
[25/02/2025 08:00],49847.8,8051.5,2337.9,51.11
[25/02/2025 09:00],32442.7,7700.3,4794.0,57.0
[25/02/2025 10:00],37965.6,4596.1,6039.5,49.4
[25/02/2025 11:00],36505.2,6614.4,6415.5,97.11
[25/02/2025 12:00],42272.6,4970.4,6864.9,98.1
[25/02/2025 13:00],38337.4,7815.8,5516.5,59.86
[25/02/2025 14:00],48123.7,2275.3,1619.4,49.15
[25/02/2025 15:00],45291.0,2556.8,4173.6,44.12
[25/02/2025 16:00],42373.9,8361.7,1673.3,71.71
[25/02/2025 17:00],40819.7,2618.6,7746.7,43.09
[25/02/2025 18:00],49876.2,5672.8,860.8,47.58
[25/02/2025 19:00],31658.5,5112.6,4884.0,92.07
[25/02/2025 20:00],39264.9,6800.2,4236.6,52.6
[25/02/2025 21:00],43649.0,8806.4,7872.1,92.71
[25/02/2025 22:00],43356.0,7313.9,4998.1,49.57
[25/02/2025 23:00],39274.3,7710.1,3813.6,74.73
[26/02/2025 00:00],39062.9,9268.9,6460.5,56.5
[26/02/2025 01:00],45876.7,8034.8,5954.6,98.08
[26/02/2025 02:00],36163.7,8149.6,1274.9,102.18
[26/02/2025 03:00],39026.8,3677.4,6493.2,65.39
[26/02/2025 04:00],33346.0,7578.2,4250.2,58.01
[26/02/2025 05:00],48270.6,4066.7,3081.0,83.84
[26/02/2025 06:00],42801.3,6475.3,6444.8,82.64
[26/02/2025 07:00],32020.9,5596.2,2607.9,47.89
[26/02/2025 08:00],35421.0,7214.4,7112.7,80.16
[26/02/2025 09:00],40933.2,5244.5,4901.7,50.97
[26/02/2025 10:00],48677.2,3037.2,2359.1,98.02
[26/02/2025 11:00],32152.6,9587.6,4104.9,88.31
[26/02/2025 12:00],48200.8,5973.4,7406.1,40.81
[26/02/2025 13:00],43352.6,2814.4,1303.7,74.93
[26/02/2025 14:00],47765.3,6117.4,7473.8,38.38
[26/02/2025 15:00],31481.5,5584.2,1965.7,100.14
[26/02/2025 16:00],46601.2,4935.2,1406.0,46.92
[26/02/2025 17:00],31426.7,5017.3,3774.4,94.66
[26/02/2025 18:00],33373.5,6741.1,3877.8,91.81
[26/02/2025 19:00],49582.6,9228.5,5956.4,102.55
[26/02/2025 20:00],35936.1,8734.4,2974.1,63.58
[26/02/2025 21:00],44364.4,9353.2,4217.2,88.59
[26/02/2025 22:00],34310.4,7241.5,707.7,57.82
[26/02/2025 23:00],46548.3,7454.8,7409.9,80.72
[27/02/2025 00:00],30708.1,2339.6,5112.1,91.52
[27/02/2025 01:00],30371.9,8905.1,1235.7,45.47
[27/02/2025 02:00],33938.0,8712.1,6338.6,39.2
[27/02/2025 03:00],43984.7,4813.3,2849.0,53.26
[27/02/2025 04:00],30730.7,7334.0,5759.6,86.19
[27/02/2025 05:00],37571.7,4597.7,4669.7,43.94
[27/02/2025 06:00],32956.7,9828.9,2566.9,109.38
[27/02/2025 07:00],39013.8,3947.7,7982.1,51.18
[27/02/2025 08:00],41685.6,6717.6,5560.1,60.9
[27/02/2025 09:00],36684.0,5004.3,2023.8,82.29
[27/02/2025 10:00],45221.8,5305.2,4243.6,53.74
[27/02/2025 11:00],36156.2,2081.4,915.9,98.54
[27/02/2025 12:00],30460.1,2859.0,984.6,91.86
[27/02/2025 13:00],47797.8,3851.7,6422.6,44.8
[27/02/2025 14:00],40177.9,5835.2,858.1,91.39
[27/02/2025 15:00],44248.1,8855.1,1678.0,76.87
[27/02/2025 16:00],48051.0,2320.8,7524.0,66.95
[27/02/2025 17:00],43847.1,2931.9,7097.9,94.74
[27/02/2025 18:00],43757.0,4497.5,6679.4,49.76
[27/02/2025 19:00],46250.1,4251.3,1697.6,90.82
[27/02/2025 20:00],45598.2,5456.3,4805.4,85.46
[27/02/2025 21:00],46134.0,8725.0,6867.3,79.71
[27/02/2025 22:00],44570.1,4964.5,5267.1,107.17
[27/02/2025 23:00],40211.1,9277.6,6788.6,101.1
[28/02/2025 00:00],39469.1,6873.3,1324.4,35.2
[28/02/2025 01:00],30172.2,9837.2,6906.9,102.67
[28/02/2025 02:00],48919.7,5382.9,3076.5,57.47
[28/02/2025 03:00],38648.4,3276.3,5323.2,104.43
[28/02/2025 04:00],37052.9,9031.3,1559.8,77.35
[28/02/2025 05:00],44739.3,8011.1,615.1,36.97
[28/02/2025 06:00],44388.7,2460.9,1869.2,88.29
[28/02/2025 07:00],31658.1,6225.7,2439.2,48.41
[28/02/2025 08:00],46847.4,6649.9,6744.8,81.24
[28/02/2025 09:00],34631.3,7266.7,6801.0,62.66
[28/02/2025 10:00],48991.1,6629.0,1022.7,78.86
[28/02/2025 11:00],49338.4,4820.7,4666.8,106.91
[28/02/2025 12:00],30957.4,3612.8,1378.9,83.33
[28/02/2025 13:00],40166.4,2650.6,6476.6,96.37
[28/02/2025 14:00],44822.5,8420.1,6912.3,105.84
[28/02/2025 15:00],32773.3,9781.7,824.8,73.19
[28/02/2025 16:00],40718.4,3154.9,3120.4,82.87
[28/02/2025 17:00],47136.0,7597.5,688.3,45.1
[28/02/2025 18:00],47404.2,2614.9,7418.9,66.49
[28/02/2025 19:00],44275.4,5752.1,7256.3,35.28
[28/02/2025 20:00],48343.3,4928.3,2217.3,106.01
[28/02/2025 21:00],47829.6,3788.1,2137.1,41.57
[28/02/2025 22:00],45497.7,3155.5,6733.2,105.17
[28/02/2025 23:00],42211.4,2591.6,6048.8,109.09
[01/03/2025 00:00],34456.0,5465.3,5031.3,40.83
[01/03/2025 01:00],35430.4,5601.3,7315.2,35.7
[01/03/2025 02:00],40537.9,3710.1,2180.9,68.39
[01/03/2025 03:00],48585.2,3128.9,3967.2,62.43
[01/03/2025 04:00],39014.8,5925.6,5564.4,90.81
[01/03/2025 05:00],34031.2,2038.5,2992.1,58.82
[01/03/2025 06:00],36089.7,6107.3,3532.5,90.79
[01/03/2025 07:00],44077.1,6375.7,2827.6,108.11
[01/03/2025 08:00],32926.2,7455.3,3572.1,66.17
[01/03/2025 09:00],34644.0,7046.8,5240.0,35.34
[01/03/2025 10:00],44175.5,6083.5,2619.6,83.78
[01/03/2025 11:00],32486.6,6372.0,3741.0,88.19
[01/03/2025 12:00],49124.6,2417.9,2141.3,106.36
[01/03/2025 13:00],47188.3,5165.1,4587.2,84.19
[01/03/2025 14:00],42339.5,9718.8,5765.4,109.14
[01/03/2025 15:00],45323.2,9833.5,2439.5,107.0
[01/03/2025 16:00],41608.6,6301.2,6266.4,81.62
[01/03/2025 17:00],35957.1,4853.6,5146.1,101.35
[01/03/2025 18:00],46225.1,2229.1,1322.7,98.14
[01/03/2025 19:00],49244.5,6200.5,6400.2,97.79
[01/03/2025 20:00],38292.0,8630.1,2855.1,59.88
[01/03/2025 21:00],35004.2,2766.3,7114.2,95.66
[01/03/2025 22:00],48843.6,7474.1,7571.1,105.48
[01/03/2025 23:00],35347.8,7217.9,7807.8,104.02
[02/03/2025 00:00],46463.9,8772.2,3145.6,88.02
[02/03/2025 01:00],32155.2,8158.2,6854.5,76.47
[02/03/2025 02:00],41074.9,9595.3,7617.8,91.18
[02/03/2025 03:00],45891.0,6401.8,3543.4,59.61
[02/03/2025 04:00],34786.7,8170.4,5874.9,43.26
[02/03/2025 05:00],44595.0,2496.6,5922.8,70.3
[02/03/2025 06:00],42573.2,7384.8,7647.9,69.65
[02/03/2025 07:00],45986.1,3064.0,3256.5,49.19
[02/03/2025 08:00],41470.3,4459.0,6197.1,89.49
[02/03/2025 09:00],39381.7,5219.0,1895.8,107.21
[02/03/2025 10:00],48747.0,4322.5,3669.2,55.46
[02/03/2025 11:00],45010.0,6328.2,4370.3,37.91
[02/03/2025 12:00],48428.5,7158.7,6073.2,86.51
[02/03/2025 13:00],36003.6,3791.5,6478.9,100.73
[02/03/2025 14:00],40680.0,4627.7,4150.2,96.22
[02/03/2025 15:00],35257.8,6678.9,1897.7,42.01
[02/03/2025 16:00],46509.3,9961.6,5299.9,62.39
[02/03/2025 17:00],39555.4,2412.2,5285.6,89.36
[02/03/2025 18:00],44057.6,3027.9,1731.5,70.38
[02/03/2025 19:00],37290.9,7329.9,4469.8,93.52
[02/03/2025 20:00],47970.7,7830.5,3389.4,47.6
[02/03/2025 21:00],47048.3,9712.8,6959.7,79.33
[02/03/2025 22:00],34546.5,6647.4,4797.4,84.34
[02/03/2025 23:00],37052.7,6396.6,4437.1,71.04
[03/03/2025 00:00],41484.4,3401.9,3101.3,59.51
[03/03/2025 01:00],37001.5,6453.5,6728.9,85.89
[03/03/2025 02:00],34943.4,7594.7,3632.2,90.02
[03/03/2025 03:00],35023.3,5903.1,4262.9,95.52
[03/03/2025 04:00],38934.8,3397.8,583.2,99.65
[03/03/2025 05:00],41649.2,9675.1,4630.0,49.16
[03/03/2025 06:00],44432.8,5154.0,7637.6,87.27
[03/03/2025 07:00],38737.3,4653.1,5917.7,69.15
[03/03/2025 08:00],42325.2,9244.1,3835.2,57.84
[03/03/2025 09:00],40999.1,2133.9,7158.5,99.21
[03/03/2025 10:00],35854.5,4983.8,3694.0,92.16
[03/03/2025 11:00],45719.6,4473.9,6087.1,69.6
[03/03/2025 12:00],39329.2,8552.6,3814.2,101.44
[03/03/2025 13:00],47866.5,5338.1,7058.5,41.58
[03/03/2025 14:00],43410.6,9783.3,7903.7,97.68
[03/03/2025 15:00],47771.9,5872.8,6123.2,52.94
[03/03/2025 16:00],38177.8,4405.5,4604.8,44.34
[03/03/2025 17:00],33513.2,5668.3,7838.6,49.61
[03/03/2025 18:00],36967.2,2793.7,6501.1,109.5
[03/03/2025 19:00],32705.6,6265.2,6889.8,65.47
[03/03/2025 20:00],41225.7,7708.4,6539.8,94.81
[03/03/2025 21:00],39231.1,4307.4,2650.5,84.44
[03/03/2025 22:00],45924.8,6034.8,4202.7,106.78
[03/03/2025 23:00],42814.6,9005.0,668.7,82.81
[04/03/2025 00:00],35771.0,4963.3,6604.8,55.59
[04/03/2025 01:00],47756.4,2418.1,2814.0,84.22
[04/03/2025 02:00],34726.1,4328.7,3579.7,73.49
[04/03/2025 03:00],39062.4,8274.0,2857.8,63.63
[04/03/2025 04:00],41076.9,6453.2,4461.3,44.05
[04/03/2025 05:00],41357.1,8394.4,1883.9,99.25
[04/03/2025 06:00],46288.3,9115.7,3755.3,36.33
[04/03/2025 07:00],49708.3,7732.0,5976.6,48.96
[04/03/2025 08:00],45309.5,4081.0,7200.0,103.62
[04/03/2025 09:00],41317.6,5680.4,3019.2,68.25
[04/03/2025 10:00],37410.8,8115.5,3069.4,35.78
[04/03/2025 11:00],33003.1,4405.8,6262.6,65.55
[04/03/2025 12:00],37515.6,3702.1,2272.0,95.13
[04/03/2025 13:00],31845.5,5078.2,2155.3,91.37
[04/03/2025 14:00],41968.4,2835.6,4256.7,78.5
[04/03/2025 15:00],32503.3,7127.8,2853.1,90.59
[04/03/2025 16:00],36152.5,6543.4,3370.2,79.07
[04/03/2025 17:00],32943.4,6039.3,5771.3,39.28
[04/03/2025 18:00],47929.8,7231.7,3622.3,86.49
[04/03/2025 19:00],45410.2,5360.4,2678.5,77.32
[04/03/2025 20:00],45894.7,3149.3,2853.7,39.13
[04/03/2025 21:00],34775.5,6423.9,5327.5,79.54
[04/03/2025 22:00],39062.9,7113.8,2995.7,52.71
[04/03/2025 23:00],45164.7,6148.3,5916.9,39.65
[05/03/2025 00:00],32456.3,5848.5,661.4,47.59
[05/03/2025 01:00],45639.8,4552.2,5233.9,90.33
[05/03/2025 02:00],38663.6,2487.3,1519.6,79.92
[05/03/2025 03:00],33074.3,9651.5,3736.0,90.16
[05/03/2025 04:00],37604.6,5182.4,5881.6,66.31
[05/03/2025 05:00],31896.8,7530.2,3130.2,96.95
[05/03/2025 06:00],47508.0,9744.7,7587.7,99.74
[05/03/2025 07:00],36596.4,3572.0,3529.5,86.8
[05/03/2025 08:00],33696.5,9338.5,2034.3,38.33
[05/03/2025 09:00],40562.6,7119.6,3833.8,79.33
[05/03/2025 10:00],38507.5,9462.7,5786.2,81.45
[05/03/2025 11:00],44091.2,9227.2,3564.7,84.13
[05/03/2025 12:00],46515.3,7343.2,3091.3,106.66
[05/03/2025 13:00],40628.4,8045.9,6103.5,64.6
[05/03/2025 14:00],36384.0,4995.7,2550.1,37.06
[05/03/2025 15:00],31597.5,5642.5,2833.5,108.88
[05/03/2025 16:00],43169.3,5703.5,4122.4,63.21
[05/03/2025 17:00],44319.6,3031.4,5638.0,64.67
[05/03/2025 18:00],38702.7,5172.5,6079.1,45.85
[05/03/2025 19:00],40045.9,7627.5,2911.9,62.84
[05/03/2025 20:00],39440.5,3306.3,1309.8,46.43
[05/03/2025 21:00],43830.1,3063.9,6992.2,105.59
[05/03/2025 22:00],44699.5,4140.7,1483.4,53.04
[05/03/2025 23:00],30444.6,6309.2,2307.5,69.69
[06/03/2025 00:00],45756.8,5653.0,3069.3,66.18
[06/03/2025 01:00],32917.7,8148.1,7306.7,97.93
[06/03/2025 02:00],44807.3,8915.8,4279.5,75.46
[06/03/2025 03:00],43051.2,9622.5,4835.5,73.38
[06/03/2025 04:00],36130.5,6220.3,4323.1,101.47
[06/03/2025 05:00],35480.9,9975.8,6406.5,38.08
[06/03/2025 06:00],37325.3,9440.5,4713.4,43.6
[06/03/2025 07:00],38636.6,3384.4,5807.8,76.05
[06/03/2025 08:00],31651.0,9974.0,2361.6,55.28
[06/03/2025 09:00],43481.1,6912.7,3664.3,58.15
[06/03/2025 10:00],45877.3,8621.4,4114.8,82.63
[06/03/2025 11:00],44321.8,7069.0,5370.2,82.01
[06/03/2025 12:00],48020.4,7344.9,6709.8,58.02
[06/03/2025 13:00],39669.2,9509.6,5880.9,72.93
[06/03/2025 14:00],46019.3,8378.0,5094.2,57.08
[06/03/2025 15:00],30489.4,6553.2,3472.9,54.03
[06/03/2025 16:00],30125.9,3621.6,5809.5,97.2
[06/03/2025 17:00],33580.9,8663.8,734.5,70.98
[06/03/2025 18:00],38654.7,6751.0,4573.2,85.58
[06/03/2025 19:00],43839.9,5986.5,3529.6,105.69
[06/03/2025 20:00],40847.8,4153.4,4525.8,107.83
[06/03/2025 21:00],32239.4,5405.2,5589.0,44.16
[06/03/2025 22:00],49854.0,9115.5,1371.0,85.25
[06/03/2025 23:00],39238.3,6566.5,2429.2,99.52
[07/03/2025 00:00],43155.3,7014.8,5047.3,51.64
[07/03/2025 01:00],44487.2,4438.1,2623.9,40.12
[07/03/2025 02:00],30816.4,9694.1,1907.1,59.56
[07/03/2025 03:00],33278.9,9388.8,4705.6,49.33
[07/03/2025 04:00],45489.9,3695.0,6561.5,36.72
[07/03/2025 05:00],43830.7,6491.1,7641.7,109.27
[07/03/2025 06:00],36732.1,7056.5,694.6,46.45
[07/03/2025 07:00],48931.9,9048.7,2926.3,52.36
[07/03/2025 08:00],44286.1,9227.3,1270.1,55.98
[07/03/2025 09:00],34704.7,2718.4,5773.1,109.17
[07/03/2025 10:00],43923.3,3863.8,1556.5,41.63
[07/03/2025 11:00],49092.2,4616.1,7570.8,41.58
[07/03/2025 12:00],35509.3,7433.5,4734.9,66.07
[07/03/2025 13:00],43936.1,8111.5,5047.8,101.1
[07/03/2025 14:00],48536.0,6344.8,3533.4,107.91
[07/03/2025 15:00],32615.8,3787.3,957.4,109.26
[07/03/2025 16:00],31997.7,2072.3,6465.2,91.86
[07/03/2025 17:00],48135.8,6052.7,5005.0,75.21
[07/03/2025 18:00],34244.3,2514.1,4738.7,92.52
[07/03/2025 19:00],36531.4,5285.3,7536.1,94.4
[07/03/2025 20:00],32792.1,6397.8,5458.4,40.53
[07/03/2025 21:00],37094.6,9550.6,904.7,36.35
[07/03/2025 22:00],32136.2,8027.7,7495.3,49.34
[07/03/2025 23:00],41319.3,2919.4,2382.6,78.25
[08/03/2025 00:00],38566.8,2048.8,6507.0,43.78
[08/03/2025 01:00],37012.0,2369.4,6880.9,36.96
[08/03/2025 02:00],49687.2,9340.2,4023.2,48.4
[08/03/2025 03:00],40538.9,8361.1,1152.6,98.52
[08/03/2025 04:00],36662.4,6764.5,5871.7,59.41
[08/03/2025 05:00],36754.4,9040.7,1435.6,55.95
[08/03/2025 06:00],48697.3,6931.1,4391.8,47.33
[08/03/2025 07:00],40091.8,2085.1,5719.2,75.47
[08/03/2025 08:00],37219.6,8046.2,5937.0,49.88
[08/03/2025 09:00],32450.3,3835.2,5934.1,67.43
[08/03/2025 10:00],48376.2,7184.0,6218.1,55.06
[08/03/2025 11:00],41032.3,8468.8,3460.8,89.48
[08/03/2025 12:00],47637.3,6321.3,4165.6,53.34
[08/03/2025 13:00],40117.7,2350.9,6017.5,108.34
[08/03/2025 14:00],36857.3,2447.8,2165.8,61.25
[08/03/2025 15:00],40253.5,3801.6,7316.3,93.65
[08/03/2025 16:00],49606.6,7277.8,2908.5,74.89
[08/03/2025 17:00],34827.0,3053.1,1506.8,73.95
[08/03/2025 18:00],44269.0,8737.5,1205.0,46.5
[08/03/2025 19:00],37265.5,3717.4,634.0,62.08
[08/03/2025 20:00],38320.8,2271.7,7404.2,53.49
[08/03/2025 21:00],44988.7,3254.8,5828.6,70.69
[08/03/2025 22:00],49169.0,7779.1,4530.4,90.3
[08/03/2025 23:00],33454.6,8086.2,1574.9,93.04
[09/03/2025 00:00],46487.5,8963.3,2018.9,61.74
[09/03/2025 01:00],34065.3,4224.0,5722.7,86.48
[09/03/2025 02:00],31833.9,3941.4,2236.6,101.95
[09/03/2025 03:00],46745.2,3830.4,2167.0,51.5
[09/03/2025 04:00],39363.4,7956.9,554.5,72.17
[09/03/2025 05:00],39903.9,7252.3,7158.7,98.32
[09/03/2025 06:00],41929.7,2405.6,5702.6,75.65
[09/03/2025 07:00],46428.1,3171.2,5120.0,49.15
[09/03/2025 08:00],43086.9,3232.0,3404.6,69.08
[09/03/2025 09:00],49189.2,7833.4,6258.8,72.54
[09/03/2025 10:00],37657.9,5242.1,2015.4,107.33
[09/03/2025 11:00],49934.0,2214.4,523.2,83.52
[09/03/2025 12:00],45743.4,3633.2,7450.8,57.65
[09/03/2025 13:00],35585.4,5139.9,5673.5,57.58
[09/03/2025 14:00],40916.9,5982.0,7431.7,77.29
[09/03/2025 15:00],40292.9,8884.3,5467.4,52.52
[09/03/2025 16:00],44464.2,9815.3,4947.2,68.13
[09/03/2025 17:00],49561.9,4965.3,4077.3,91.71
[09/03/2025 18:00],48723.4,3030.9,2061.3,66.49
[09/03/2025 19:00],43109.7,4903.3,7531.7,49.09
[09/03/2025 20:00],49754.5,8703.4,3366.3,104.81
[09/03/2025 21:00],49883.1,3144.9,6676.8,41.96
[09/03/2025 22:00],40999.5,6055.4,7985.9,107.96
[09/03/2025 23:00],37072.8,3466.4,1656.1,62.48
[10/03/2025 00:00],45139.3,9301.6,5711.8,63.26
[10/03/2025 01:00],33436.4,9933.1,7265.8,89.27
[10/03/2025 02:00],44630.6,7130.3,3808.8,61.27
[10/03/2025 03:00],40871.4,7073.4,6635.5,49.59
[10/03/2025 04:00],36934.2,6197.1,7400.1,96.65
[10/03/2025 05:00],48537.3,7132.6,956.7,57.3
[10/03/2025 06:00],32145.7,7127.4,7406.7,107.18
[10/03/2025 07:00],49337.1,4302.5,1152.4,54.94
[10/03/2025 08:00],36020.9,4993.6,2429.4,93.3
[10/03/2025 09:00],49318.4,4279.6,2307.9,44.95
[10/03/2025 10:00],32661.1,3642.5,7138.1,40.1
[10/03/2025 11:00],31463.3,6244.2,3640.9,103.92
[10/03/2025 12:00],41885.5,2652.6,2797.5,71.59
[10/03/2025 13:00],32111.6,6999.7,1682.9,44.38
[10/03/2025 14:00],41099.9,5630.9,4616.6,77.02
[10/03/2025 15:00],30986.6,5300.9,1325.4,93.53
[10/03/2025 16:00],43159.0,9270.3,877.1,91.92
[10/03/2025 17:00],42494.6,7576.0,2951.0,95.5
[10/03/2025 18:00],38951.8,6407.1,6741.9,88.5
[10/03/2025 19:00],43184.5,6264.6,4955.4,94.22
[10/03/2025 20:00],30546.8,4911.6,4375.9,79.2
[10/03/2025 21:00],36883.2,3725.8,567.6,57.94
[10/03/2025 22:00],41692.3,8966.7,5648.5,100.72
[10/03/2025 23:00],33754.3,5214.7,2847.9,41.54
[11/03/2025 00:00],31572.4,8721.9,3840.4,37.23
[11/03/2025 01:00],31168.6,2397.0,6520.1,97.14
[11/03/2025 02:00],47241.1,4287.0,1462.2,40.11
[11/03/2025 03:00],42727.3,7578.6,5877.3,107.55
[11/03/2025 04:00],30514.1,6754.0,1812.3,98.54
[11/03/2025 05:00],36849.8,4181.6,6488.4,39.54
[11/03/2025 06:00],48257.6,4235.6,2927.2,75.84
[11/03/2025 07:00],40842.0,5199.7,3619.3,62.34
[11/03/2025 08:00],43201.7,5122.3,2804.0,75.79
[11/03/2025 09:00],43608.6,8320.2,2257.8,37.79
[11/03/2025 10:00],39778.7,3049.7,3694.9,94.95
[11/03/2025 11:00],34666.7,3186.0,1364.8,98.77
[11/03/2025 12:00],48776.7,2883.6,3581.8,42.37
[11/03/2025 13:00],40547.7,2497.3,7871.5,52.46
[11/03/2025 14:00],47055.7,5856.2,6826.0,60.69
[11/03/2025 15:00],39331.0,6266.6,6894.9,99.28
[11/03/2025 16:00],37949.2,4452.6,4111.9,90.76
[11/03/2025 17:00],35061.5,8817.6,547.5,86.74
[11/03/2025 18:00],38835.7,7632.3,2726.9,98.32
[11/03/2025 19:00],34354.3,4312.2,7289.4,97.7
[11/03/2025 20:00],37852.2,8095.7,6397.3,108.65
[11/03/2025 21:00],39804.7,7393.5,5099.8,75.35
[11/03/2025 22:00],35487.2,9457.9,4364.3,69.51
[11/03/2025 23:00],40784.9,9224.3,741.8,89.06
[12/03/2025 00:00],31023.8,5396.5,4698.2,97.77
[12/03/2025 01:00],47152.9,8753.5,4336.8,70.91
[12/03/2025 02:00],46776.2,2798.6,796.4,56.51
[12/03/2025 03:00],45938.4,9197.4,1007.4,66.1
[12/03/2025 04:00],35778.5,8207.6,6122.3,94.28
[12/03/2025 05:00],46700.0,6138.6,3613.9,55.85
[12/03/2025 06:00],47349.0,2222.7,5649.7,42.75
[12/03/2025 07:00],44475.1,6998.4,4858.9,102.75
[12/03/2025 08:00],37356.2,7560.1,3904.8,76.78
[12/03/2025 09:00],44531.4,9182.7,3193.4,77.76
[12/03/2025 10:00],43013.9,2807.7,1107.7,98.9
[12/03/2025 11:00],33141.8,4674.3,7582.8,35.18
[12/03/2025 12:00],30070.1,3333.4,4959.9,66.2
[12/03/2025 13:00],34911.2,7073.4,5898.5,107.8
[12/03/2025 14:00],42882.2,8112.3,2511.7,106.67
[12/03/2025 15:00],49942.3,2915.5,6842.8,62.92
[12/03/2025 16:00],39118.3,7183.4,7238.3,97.81
[12/03/2025 17:00],46789.0,8801.3,3263.2,105.48
[12/03/2025 18:00],40996.5,4362.1,7048.1,79.17
[12/03/2025 19:00],31375.0,3514.6,3888.7,75.39
[12/03/2025 20:00],37757.7,3426.8,2213.8,106.37
[12/03/2025 21:00],46101.8,5098.4,2520.2,40.29
[12/03/2025 22:00],43311.7,6970.3,1240.9,46.92
[12/03/2025 23:00],44287.2,9737.5,2202.9,97.37
[13/03/2025 00:00],47794.1,3368.3,1213.9,72.2
[13/03/2025 01:00],48786.7,6413.0,1049.4,72.26
[13/03/2025 02:00],48020.6,3642.2,2218.5,77.87
[13/03/2025 03:00],42088.3,9004.6,2685.7,56.14
[13/03/2025 04:00],37741.6,6886.2,7115.2,54.28
[13/03/2025 05:00],38673.3,2014.5,2166.5,81.11
[13/03/2025 06:00],49521.1,9569.1,2920.6,80.4
[13/03/2025 07:00],32698.5,2409.2,665.3,59.49
[13/03/2025 08:00],38149.7,2476.9,5873.9,38.13
[13/03/2025 09:00],33550.2,5619.5,3268.1,97.43
[13/03/2025 10:00],41089.2,3652.2,3674.7,53.53
[13/03/2025 11:00],44937.9,6898.8,2685.4,44.63
[13/03/2025 12:00],32597.5,9277.8,5322.9,51.14
[13/03/2025 13:00],43643.9,9435.3,2534.5,43.54
[13/03/2025 14:00],39360.2,6108.1,5815.0,67.38
