transaction_id,timestamp,user_id,transaction_type,electricity_quantity,price_per_mwh,total_cost,carbon_tax_fee,transaction_status
TXN9956,2025-02-14 10:57:52,U5753,Sell,56.99,33.84,1928.54,0.0,Failed
TXN5184,2025-02-14 10:39:17,U7063,Sell,52.08,39.8,2072.78,104.16,Success
TXN6317,2025-02-14 10:35:10,U8018,,0.0,0.0,0.0,0.0,Pending
TXN4158,2025-02-14 10:46:18,U9873,Buy,87.07,38.58,3359.16,0.0,Pending
TXN2955,2025-02-14 10:03:27,U9896,Buy,47.55,33.84,1609.09,95.1,Pending
TXN6286,2025-02-14 10:24:19,U6220,,0.0,0.0,0.0,0.0,Pending
TXN9179,2025-02-14 10:45:25,U9564,Sell,39.5,37.59,1484.81,79.0,Pending
TXN8704,2025-02-14 10:29:25,U5499,Buy,14.71,35.24,518.38,0.0,Success
TXN5770,2025-02-14 10:46:38,U1941,Buy,47.33,33.53,1586.97,94.66,Success
TXN5205,2025-02-14 10:58:49,U5956,Buy,79.29,35.89,2845.72,0.0,Success
TXN4302,2025-02-14 10:36:07,U7660,,0.0,0.0,0.0,0.0,Success
TXN6214,2025-02-14 10:56:01,U8699,Buy,50.74,39.58,2008.29,0.0,Failed
TXN5887,2025-02-14 10:55:17,U5387,Buy,56.14,34.11,1914.94,252.63,Pending
TXN1794,2025-02-14 10:36:54,U9760,Buy,98.48,37.77,3719.59,0.0,Pending
TXN1198,2025-02-14 10:39:51,U8098,,0.0,0.0,0.0,0.0,Pending
TXN8978,2025-02-14 10:09:12,U5468,Buy,59.97,31.1,1865.07,0.0,Success
TXN5895,2025-02-14 10:21:41,U1692,Buy,41.85,37.7,1577.75,0.0,Failed
TXN1232,2025-02-14 10:39:07,U6273,Buy,61.57,36.77,2263.93,123.14,Failed
TXN8081,2025-02-14 10:00:04,U3762,,0.0,0.0,0.0,0.0,Failed
TXN1725,2025-02-14 10:54:42,U4821,Sell,92.02,36.0,3312.72,0.0,Failed
TXN5593,2025-02-14 10:41:40,U1287,Buy,85.99,31.54,2712.12,386.95,Failed
TXN8209,2025-02-14 10:45:23,U8533,Sell,57.93,34.6,2004.38,260.69,Pending
TXN2092,2025-02-14 10:35:03,U7969,,0.0,0.0,0.0,0.0,Success
TXN9206,2025-02-14 10:35:38,U3115,,0.0,0.0,0.0,0.0,Failed
TXN5529,2025-02-14 10:07:14,U7885,Buy,68.2,32.2,2196.04,306.9,Failed
TXN6907,2025-02-14 10:49:19,U9988,Sell,24.92,34.2,852.26,0.0,Pending
TXN4153,2025-02-14 10:47:46,U1040,Sell,26.36,35.9,946.32,118.62,Success
TXN9677,2025-02-14 10:54:29,U2479,Buy,36.54,31.47,1149.91,0.0,Pending
TXN7788,2025-02-14 10:42:31,U9990,,0.0,0.0,0.0,0.0,Success
TXN8539,2025-02-14 10:49:29,U3366,Sell,20.71,36.25,750.74,41.42,Success
TXN4735,2025-02-14 10:32:11,U1927,Sell,38.47,32.73,1259.12,0.0,Failed
TXN5596,2025-02-14 10:55:17,U8635,Sell,73.29,30.71,2250.74,329.81,Pending
TXN6142,2025-02-14 10:13:49,U9598,Buy,85.87,37.49,3219.27,0.0,Failed
TXN2061,2025-02-14 10:21:52,U9095,,0.0,0.0,0.0,0.0,Failed
TXN7399,2025-02-14 10:11:26,U7635,,0.0,0.0,0.0,0.0,Failed
TXN8262,2025-02-14 10:28:03,U4364,,0.0,0.0,0.0,0.0,Failed
TXN8847,2025-02-14 10:27:12,U2298,Buy,63.43,36.81,2334.86,0.0,Failed
TXN1456,2025-02-14 10:43:08,U6467,,0.0,0.0,0.0,0.0,Failed
TXN9847,2025-02-14 10:35:42,U7340,,0.0,0.0,0.0,0.0,Success
TXN1435,2025-02-14 10:44:17,U9002,Sell,44.92,37.6,1688.99,0.0,Success
TXN8449,2025-02-14 10:40:00,U3161,Sell,80.14,35.89,2876.22,0.0,Pending
TXN9378,2025-02-14 10:45:14,U8154,,0.0,0.0,0.0,0.0,Success
TXN6180,2025-02-14 10:03:01,U7893,Sell,51.42,36.14,1858.32,0.0,Pending
TXN6805,2025-02-14 10:47:08,U8308,Sell,49.8,37.4,1862.52,224.1,Success
TXN2640,2025-02-14 10:22:02,U6394,Buy,71.32,37.68,2687.34,320.94,Success
TXN2533,2025-02-14 10:35:49,U8838,,0.0,0.0,0.0,0.0,Pending
TXN5590,2025-02-14 10:17:58,U1732,Sell,98.37,35.37,3479.35,0.0,Success
TXN6055,2025-02-14 10:32:59,U1842,,0.0,0.0,0.0,0.0,Success
TXN6287,2025-02-14 10:58:05,U1806,Sell,58.22,34.44,2005.1,261.99,Failed
TXN2223,2025-02-14 10:50:46,U1613,,0.0,0.0,0.0,0.0,Pending
TXN9810,2025-02-14 10:03:38,U3328,Sell,82.39,36.28,2989.11,0.0,Pending
TXN8750,2025-02-14 10:39:13,U5807,Buy,83.75,34.23,2866.76,0.0,Pending
TXN4570,2025-02-14 10:09:11,U6231,Buy,78.25,35.06,2743.45,0.0,Failed
TXN9162,2025-02-14 10:24:59,U8422,,0.0,0.0,0.0,0.0,Pending
TXN4826,2025-02-14 10:07:07,U9340,Buy,73.96,31.37,2320.13,332.82,Failed
TXN5985,2025-02-14 10:43:51,U3681,Buy,25.75,30.9,795.67,51.5,Pending
TXN5166,2025-02-14 10:36:41,U5054,,0.0,0.0,0.0,0.0,Success
TXN5913,2025-02-14 10:19:54,U7296,Sell,44.99,37.27,1676.78,0.0,Pending
TXN2348,2025-02-14 10:42:48,U8979,Buy,48.22,34.42,1659.73,0.0,Success
TXN2260,2025-02-14 10:35:03,U2540,Buy,68.1,39.43,2685.18,0.0,Pending
TXN8856,2025-02-14 10:26:23,U1959,,0.0,0.0,0.0,0.0,Pending
TXN8368,2025-02-14 10:19:38,U1423,,0.0,0.0,0.0,0.0,Pending
TXN5728,2025-02-14 10:45:21,U4954,Buy,83.07,34.25,2845.15,373.81,Failed
TXN7299,2025-02-14 10:48:16,U4066,Buy,47.41,34.52,1636.59,213.34,Pending
TXN8135,2025-02-14 10:05:19,U1024,Sell,77.19,39.15,3021.99,0.0,Success
TXN3097,2025-02-14 10:09:07,U4607,Buy,16.51,39.89,658.58,33.02,Success
TXN7897,2025-02-14 10:33:19,U6866,,0.0,0.0,0.0,0.0,Pending
TXN8411,2025-02-14 10:41:56,U2182,Buy,67.21,32.76,2201.8,302.44,Pending
TXN1440,2025-02-14 10:42:06,U3690,Buy,79.92,33.5,2677.32,359.64,Pending
TXN6032,2025-02-14 10:09:33,U7175,Buy,59.46,32.46,1930.07,0.0,Success
TXN2089,2025-02-14 10:38:44,U6844,,0.0,0.0,0.0,0.0,Failed
TXN3587,2025-02-14 10:43:38,U3993,Sell,43.81,38.81,1700.27,0.0,Failed
TXN1736,2025-02-14 10:01:47,U4544,,0.0,0.0,0.0,0.0,Failed
TXN6480,2025-02-14 10:23:26,U2041,,0.0,0.0,0.0,0.0,Pending
TXN5191,2025-02-14 10:59:44,U7542,Buy,26.25,39.11,1026.64,0.0,Pending
TXN4951,2025-02-14 10:15:56,U2083,Sell,34.84,37.31,1299.88,0.0,Failed
TXN8900,2025-02-14 10:19:57,U4243,Sell,18.35,32.61,598.39,82.58,Failed
TXN8644,2025-02-14 10:40:15,U6190,Buy,22.06,36.88,813.57,0.0,Pending
TXN5676,2025-02-14 10:16:38,U8222,Sell,48.24,35.14,1695.15,96.48,Success
TXN1979,2025-02-14 10:06:49,U9780,Buy,17.72,32.06,568.1,0.0,Pending
TXN4749,2025-02-14 10:29:34,U8886,,0.0,0.0,0.0,0.0,Success
TXN1242,2025-02-14 10:33:10,U9986,Sell,18.76,36.15,678.17,0.0,Pending
TXN3111,2025-02-14 10:22:34,U8440,Sell,67.81,36.52,2476.42,135.62,Failed
TXN4242,2025-02-14 10:16:41,U2181,Sell,26.13,37.43,978.05,52.26,Success
TXN4198,2025-02-14 10:03:42,U4031,,0.0,0.0,0.0,0.0,Success
TXN6348,2025-02-14 10:56:43,U3262,Sell,76.68,30.96,2374.01,153.36,Pending
TXN7698,2025-02-14 10:32:47,U1600,Sell,16.78,33.2,557.1,0.0,Success
TXN7583,2025-02-14 10:28:58,U5093,Buy,21.59,38.53,831.86,0.0,Pending
TXN4802,2025-02-14 10:59:19,U3137,Buy,14.25,33.78,481.37,64.12,Failed
TXN1759,2025-02-14 10:58:02,U2237,Buy,33.04,33.07,1092.63,0.0,Success
TXN3855,2025-02-14 10:24:49,U3974,,0.0,0.0,0.0,0.0,Success
TXN4985,2025-02-14 10:50:02,U5164,Sell,71.13,33.33,2370.76,0.0,Pending
TXN5889,2025-02-14 10:52:44,U5881,,0.0,0.0,0.0,0.0,Pending
TXN9388,2025-02-14 10:29:21,U8035,Sell,25.65,30.55,783.61,0.0,Pending
TXN8435,2025-02-14 10:43:27,U8758,,0.0,0.0,0.0,0.0,Failed
TXN8731,2025-02-14 10:56:41,U4801,Sell,85.14,30.92,2632.53,0.0,Pending
TXN7077,2025-02-14 10:55:34,U6447,,0.0,0.0,0.0,0.0,Success
TXN7057,2025-02-14 10:53:45,U5035,,0.0,0.0,0.0,0.0,Pending
TXN7823,2025-02-14 10:20:29,U2724,Sell,80.45,33.69,2710.36,362.03,Pending
TXN8234,2025-02-14 10:53:04,U5436,Sell,74.77,36.67,2741.82,149.54,Failed
TXN7680,2025-02-14 10:08:41,U6555,,0.0,0.0,0.0,0.0,Success
TXN7361,2025-02-14 10:33:42,U3469,Buy,40.49,30.82,1247.9,0.0,Failed
TXN9962,2025-02-14 10:15:19,U6308,Buy,94.62,32.87,3110.16,189.24,Failed
TXN1428,2025-02-14 10:28:11,U2659,Buy,36.64,34.7,1271.41,164.88,Failed
TXN9951,2025-02-14 10:53:44,U2264,Buy,41.9,32.25,1351.27,188.55,Pending
TXN9442,2025-02-14 10:44:46,U4223,,0.0,0.0,0.0,0.0,Success
TXN1378,2025-02-14 10:33:56,U4411,Buy,44.16,34.72,1533.24,0.0,Pending
TXN9786,2025-02-14 10:41:53,U7940,Buy,60.03,31.4,1884.94,0.0,Success
TXN3006,2025-02-14 10:19:29,U7524,Sell,80.47,34.42,2769.78,0.0,Failed
TXN3694,2025-02-14 10:26:31,U5858,Sell,28.46,38.16,1086.03,128.07,Success
TXN5924,2025-02-14 10:00:46,U4526,Sell,55.51,36.65,2034.44,0.0,Failed
TXN7776,2025-02-14 10:47:57,U7279,,0.0,0.0,0.0,0.0,Failed
TXN7717,2025-02-14 10:30:49,U1419,Buy,29.66,32.21,955.35,0.0,Pending
TXN2760,2025-02-14 10:11:35,U6732,,0.0,0.0,0.0,0.0,Failed
TXN5045,2025-02-14 10:38:45,U5458,,0.0,0.0,0.0,0.0,Success
TXN4709,2025-02-14 10:15:48,U5459,Buy,52.86,36.66,1937.85,237.87,Pending
TXN9740,2025-02-14 10:54:14,U2644,Buy,84.3,35.45,2988.43,168.6,Success
TXN2165,2025-02-14 10:59:02,U8113,Buy,13.39,39.94,534.8,0.0,Pending
TXN1170,2025-02-14 10:19:18,U2360,Buy,86.36,36.56,3157.32,172.72,Failed
TXN7835,2025-02-14 10:58:14,U7832,Sell,92.44,39.99,3696.68,0.0,Failed
TXN1648,2025-02-14 10:16:49,U5783,Buy,95.93,37.7,3616.56,431.69,Failed
TXN5278,2025-02-14 10:10:38,U1981,Sell,27.77,34.25,951.12,124.97,Failed
TXN2633,2025-02-14 10:14:01,U9905,Buy,17.19,37.87,650.99,77.36,Success
TXN4330,2025-02-14 10:59:51,U3215,,0.0,0.0,0.0,0.0,Success
TXN5971,2025-02-14 10:31:40,U1070,Buy,36.04,31.19,1124.09,162.18,Success
TXN8939,2025-02-14 10:47:35,U2230,,0.0,0.0,0.0,0.0,Pending
TXN9042,2025-02-14 10:25:58,U5826,Buy,64.47,32.39,2088.18,128.94,Failed
TXN9180,2025-02-14 10:20:35,U2821,,0.0,0.0,0.0,0.0,Pending
TXN3774,2025-02-14 10:17:01,U3486,Sell,35.56,30.48,1083.87,160.02,Pending
TXN4568,2025-02-14 10:22:37,U1842,Sell,96.92,31.86,3087.87,193.84,Pending
TXN3739,2025-02-14 10:22:03,U3875,,0.0,0.0,0.0,0.0,Success
TXN3276,2025-02-14 10:43:12,U6952,Sell,74.86,30.65,2294.46,149.72,Failed
TXN6880,2025-02-14 10:29:04,U7396,,0.0,0.0,0.0,0.0,Success
TXN7049,2025-02-14 10:07:14,U6582,Sell,41.31,36.63,1513.19,82.62,Pending
TXN9271,2025-02-14 10:20:13,U3386,Sell,67.43,30.86,2080.89,303.44,Failed
TXN6924,2025-02-14 10:27:39,U7012,Sell,44.45,30.08,1337.06,200.03,Pending
TXN5496,2025-02-14 10:07:35,U4645,Sell,55.83,39.56,2208.63,0.0,Success
TXN9387,2025-02-14 10:30:23,U2681,Buy,97.16,39.8,3866.97,194.32,Pending
TXN2643,2025-02-14 10:33:10,U3221,,0.0,0.0,0.0,0.0,Pending
TXN3760,2025-02-14 10:13:07,U9216,,0.0,0.0,0.0,0.0,Failed
TXN3643,2025-02-14 10:09:33,U4757,Buy,26.29,35.56,934.87,0.0,Pending
TXN8717,2025-02-14 10:22:18,U3548,,0.0,0.0,0.0,0.0,Success
TXN5471,2025-02-14 10:06:17,U1639,,0.0,0.0,0.0,0.0,Failed
TXN2897,2025-02-14 10:15:34,U7111,Buy,94.24,33.47,3154.21,0.0,Pending
TXN3385,2025-02-14 10:11:14,U9693,,0.0,0.0,0.0,0.0,Pending
TXN2927,2025-02-14 10:43:39,U6888,Buy,63.89,34.64,2213.15,0.0,Failed
TXN1281,2025-02-14 10:58:07,U2192,Sell,19.21,32.88,631.62,0.0,Success
TXN6454,2025-02-14 10:59:30,U3068,,0.0,0.0,0.0,0.0,Pending
TXN5717,2025-02-14 10:32:03,U7717,Sell,75.95,36.29,2756.23,151.9,Success
TXN9354,2025-02-14 10:46:01,U4658,Sell,29.98,33.44,1002.53,134.91,Success
TXN8612,2025-02-14 10:38:06,U2890,,0.0,0.0,0.0,0.0,Failed
TXN8284,2025-02-14 10:17:06,U4924,,0.0,0.0,0.0,0.0,Pending
TXN6294,2025-02-14 10:23:30,U9077,Sell,72.81,30.21,2199.59,0.0,Failed
TXN1010,2025-02-14 10:56:56,U7866,,0.0,0.0,0.0,0.0,Pending
TXN6886,2025-02-14 10:10:27,U9516,,0.0,0.0,0.0,0.0,Pending
TXN2092,2025-02-14 10:49:41,U1794,Sell,47.83,32.41,1550.17,215.23,Success
TXN2359,2025-02-14 10:27:14,U6215,Sell,47.29,39.26,1856.61,212.81,Failed
TXN1959,2025-02-14 10:09:33,U6860,Buy,56.08,31.94,1791.2,0.0,Failed
TXN7517,2025-02-14 10:20:11,U5413,Sell,79.65,34.99,2786.95,358.43,Pending
TXN4017,2025-02-14 10:16:24,U3307,Buy,29.13,35.12,1023.05,0.0,Success
TXN8444,2025-02-14 10:48:25,U3064,Buy,74.81,33.42,2500.15,0.0,Failed
TXN6538,2025-02-14 10:21:31,U8512,Buy,44.58,38.34,1709.2,0.0,Pending
TXN3695,2025-02-14 10:25:11,U8408,Buy,99.71,32.13,3203.68,0.0,Pending
TXN5769,2025-02-14 10:24:29,U3970,Buy,38.99,35.38,1379.47,77.98,Pending
TXN4708,2025-02-14 10:03:08,U5579,Buy,64.46,33.92,2186.48,0.0,Success
TXN2625,2025-02-14 10:33:08,U5841,Buy,84.63,30.26,2560.9,380.83,Success
TXN2953,2025-02-14 10:24:31,U4944,,0.0,0.0,0.0,0.0,Success
TXN8779,2025-02-14 10:58:36,U1081,Buy,98.76,38.19,3771.64,444.42,Success
TXN4778,2025-02-14 10:40:01,U3570,,0.0,0.0,0.0,0.0,Success
TXN3477,2025-02-14 10:03:04,U7848,Buy,19.56,32.39,633.55,39.12,Failed
TXN4697,2025-02-14 10:33:24,U8982,Buy,10.19,36.46,371.53,45.85,Success
TXN7173,2025-02-14 10:09:58,U4018,Sell,74.4,36.77,2735.69,0.0,Failed
TXN7036,2025-02-14 10:24:09,U6064,Sell,62.14,36.22,2250.71,0.0,Pending
TXN6638,2025-02-14 10:49:37,U4558,Buy,17.46,33.85,591.02,34.92,Success
TXN5667,2025-02-14 10:22:37,U7174,Sell,76.05,38.38,2918.8,0.0,Success
TXN5844,2025-02-14 10:51:40,U6779,Buy,92.8,36.7,3405.76,417.6,Pending
TXN6570,2025-02-14 10:03:59,U6645,Sell,68.33,37.6,2569.21,0.0,Failed
TXN3623,2025-02-14 10:37:48,U2417,,0.0,0.0,0.0,0.0,Success
TXN7664,2025-02-14 10:45:12,U2215,,0.0,0.0,0.0,0.0,Success
TXN5028,2025-02-14 10:04:43,U2865,Sell,66.35,36.8,2441.68,0.0,Failed
TXN8828,2025-02-14 10:43:11,U8005,Sell,32.15,31.51,1013.05,0.0,Pending
TXN3544,2025-02-14 10:04:53,U3261,Sell,68.24,33.68,2298.32,0.0,Pending
TXN3494,2025-02-14 10:41:23,U6104,Buy,13.6,39.39,535.7,61.2,Failed
TXN9812,2025-02-14 10:38:32,U3433,Buy,28.65,32.6,933.99,0.0,Failed
TXN4419,2025-02-14 10:08:39,U8843,,0.0,0.0,0.0,0.0,Failed
TXN4304,2025-02-14 10:54:42,U9141,Sell,61.31,38.82,2380.05,122.62,Success
TXN1675,2025-02-14 10:06:26,U2611,Buy,83.31,38.04,3169.11,0.0,Pending
TXN4014,2025-02-14 10:29:25,U8292,Sell,15.73,31.44,494.55,70.78,Success
TXN5078,2025-02-14 10:33:22,U6987,,0.0,0.0,0.0,0.0,Pending
TXN7729,2025-02-14 10:17:45,U9666,Sell,62.98,31.6,1990.17,125.96,Pending
TXN2971,2025-02-14 10:01:28,U6027,Buy,38.34,39.59,1517.88,0.0,Pending
TXN6357,2025-02-14 10:26:09,U9746,Buy,22.87,36.72,839.79,45.74,Pending
TXN9064,2025-02-14 10:12:14,U4791,,0.0,0.0,0.0,0.0,Pending
TXN4530,2025-02-14 10:17:34,U5412,Buy,21.79,31.1,677.67,98.05,Success
TXN3414,2025-02-14 10:53:45,U4209,Sell,51.53,39.84,2052.96,0.0,Pending
TXN9073,2025-02-14 10:49:21,U8596,Sell,20.46,35.2,720.19,0.0,Success
TXN4335,2025-02-14 10:15:42,U9678,Buy,36.33,35.56,1291.89,163.48,Pending
TXN3556,2025-02-14 10:47:20,U1919,,0.0,0.0,0.0,0.0,Success
TXN7466,2025-02-14 10:33:19,U7556,,0.0,0.0,0.0,0.0,Success
TXN7668,2025-02-14 10:43:01,U4599,,0.0,0.0,0.0,0.0,Success
TXN2848,2025-02-14 10:04:35,U3266,Buy,83.95,38.41,3224.52,377.78,Pending
TXN3072,2025-02-14 10:26:28,U5147,,0.0,0.0,0.0,0.0,Pending
TXN8395,2025-02-14 10:46:07,U7242,Buy,94.47,36.91,3486.89,0.0,Failed
TXN2405,2025-02-14 10:47:36,U4388,Buy,86.66,36.4,3154.42,0.0,Failed
TXN3180,2025-02-14 10:01:38,U7069,Sell,61.14,38.34,2344.11,0.0,Pending
TXN7055,2025-02-14 10:52:07,U2533,,0.0,0.0,0.0,0.0,Success
TXN2268,2025-02-14 10:07:23,U6436,Sell,19.88,33.45,664.99,89.46,Success
TXN4551,2025-02-14 10:35:45,U9348,,0.0,0.0,0.0,0.0,Pending
TXN2116,2025-02-14 10:04:10,U5617,Sell,31.78,33.49,1064.31,0.0,Failed
TXN4499,2025-02-14 10:56:54,U6409,Buy,34.7,36.46,1265.16,69.4,Pending
TXN9285,2025-02-14 10:03:24,U4229,Buy,19.28,34.03,656.1,0.0,Success
TXN8979,2025-02-14 10:57:23,U8385,,0.0,0.0,0.0,0.0,Failed
TXN1609,2025-02-14 10:10:33,U8579,,0.0,0.0,0.0,0.0,Failed
TXN2684,2025-02-14 10:29:45,U2530,Sell,56.44,33.89,1912.75,0.0,Success
TXN8700,2025-02-14 10:56:25,U7314,Sell,62.12,37.13,2306.52,0.0,Pending
TXN2075,2025-02-14 10:32:31,U1682,,0.0,0.0,0.0,0.0,Failed
TXN4397,2025-02-14 10:25:35,U4106,Sell,67.93,30.67,2083.41,0.0,Failed
TXN3456,2025-02-14 10:37:14,U7055,Sell,95.67,39.87,3814.36,430.51,Success
TXN7355,2025-02-14 10:27:19,U3326,Sell,91.49,37.0,3385.13,182.98,Failed
TXN6410,2025-02-14 10:36:49,U5385,Sell,59.32,36.05,2138.49,0.0,Success
TXN3484,2025-02-14 10:53:50,U9444,Buy,24.18,38.26,925.13,0.0,Failed
TXN4636,2025-02-14 10:17:24,U6188,Sell,82.99,37.1,3078.93,0.0,Pending
TXN5912,2025-02-14 10:29:06,U2744,Buy,82.34,34.67,2854.73,370.53,Failed
TXN8731,2025-02-14 10:08:32,U1130,,0.0,0.0,0.0,0.0,Failed
TXN3734,2025-02-14 10:33:01,U8784,Sell,92.79,39.5,3665.21,0.0,Pending
TXN3297,2025-02-14 10:21:46,U3101,,0.0,0.0,0.0,0.0,Success
TXN2007,2025-02-14 10:00:35,U8251,Buy,16.59,38.27,634.9,0.0,Pending
TXN5755,2025-02-14 10:33:22,U4548,,0.0,0.0,0.0,0.0,Failed
TXN8324,2025-02-14 10:32:03,U2539,,0.0,0.0,0.0,0.0,Failed
TXN8778,2025-02-14 10:07:23,U7163,Sell,41.49,33.99,1410.25,0.0,Success
TXN7187,2025-02-14 10:35:46,U4842,Sell,80.11,30.16,2416.12,0.0,Success
TXN5612,2025-02-14 10:09:26,U7223,,0.0,0.0,0.0,0.0,Failed
TXN4281,2025-02-14 10:47:24,U3986,Buy,62.15,37.6,2336.84,0.0,Success
TXN6928,2025-02-14 10:47:19,U5661,Buy,47.92,37.62,1802.75,0.0,Pending
TXN1608,2025-02-14 10:50:52,U2575,Buy,45.73,38.29,1751.0,0.0,Failed
TXN1535,2025-02-14 10:09:11,U7575,Buy,70.25,38.45,2701.11,140.5,Success
TXN4615,2025-02-14 10:21:45,U5735,,0.0,0.0,0.0,0.0,Pending
TXN2462,2025-02-14 10:40:58,U4062,Sell,61.34,34.72,2129.72,0.0,Failed
TXN9279,2025-02-14 10:28:12,U7346,Buy,83.11,30.23,2512.42,374.0,Failed
TXN3272,2025-02-14 10:55:47,U7679,Sell,23.16,35.18,814.77,0.0,Failed
TXN3727,2025-02-14 10:49:11,U9160,,0.0,0.0,0.0,0.0,Success
TXN3314,2025-02-14 10:01:25,U9947,Buy,17.77,36.67,651.63,0.0,Success
TXN1394,2025-02-14 10:38:11,U6536,Buy,84.15,34.96,2941.88,378.68,Success
TXN4246,2025-02-14 10:16:00,U6247,Buy,44.33,37.13,1645.97,0.0,Success
TXN1931,2025-02-14 10:49:18,U1617,,0.0,0.0,0.0,0.0,Failed
TXN8264,2025-02-14 10:35:34,U2867,,0.0,0.0,0.0,0.0,Failed
TXN4778,2025-02-14 10:22:55,U5565,Sell,58.94,39.43,2324.0,0.0,Failed
TXN1828,2025-02-14 10:42:26,U4770,Sell,73.56,36.33,2672.43,147.12,Pending
TXN7453,2025-02-14 10:11:37,U9745,,0.0,0.0,0.0,0.0,Success
TXN8030,2025-02-14 10:35:29,U2094,Sell,80.18,38.94,3122.21,0.0,Failed
TXN4609,2025-02-14 10:05:01,U2446,Sell,71.28,39.47,2813.42,0.0,Failed
TXN8088,2025-02-14 10:33:56,U4322,,0.0,0.0,0.0,0.0,Success
TXN3044,2025-02-14 10:50:59,U6053,Sell,64.58,34.74,2243.51,290.61,Success
TXN2701,2025-02-14 10:27:41,U8959,Sell,72.11,30.98,2233.97,0.0,Failed
TXN9696,2025-02-14 10:37:02,U4551,Buy,48.92,35.26,1724.92,97.84,Success
TXN7496,2025-02-14 11:00:00,U3645,Sell,25.47,31.59,804.6,0.0,Failed
TXN9435,2025-02-14 10:00:45,U4190,Sell,17.71,33.95,601.25,79.7,Failed
TXN9810,2025-02-14 10:41:35,U1011,Sell,62.27,32.42,2018.79,280.22,Pending
TXN6593,2025-02-14 10:42:29,U8808,Sell,23.71,33.23,787.88,0.0,Success
TXN9995,2025-02-14 10:57:14,U4079,,0.0,0.0,0.0,0.0,Success
TXN2186,2025-02-14 10:48:30,U5766,Sell,19.84,39.47,783.08,39.68,Failed
TXN4087,2025-02-14 10:39:01,U2146,Sell,88.07,33.51,2951.23,0.0,Failed
TXN2870,2025-02-14 10:57:26,U6052,,0.0,0.0,0.0,0.0,Failed
TXN6915,2025-02-14 10:52:49,U1714,Buy,33.57,35.94,1206.51,67.14,Pending
TXN9049,2025-02-14 10:23:51,U8586,Buy,67.83,37.74,2559.9,305.24,Success
TXN2665,2025-02-14 10:49:54,U3456,Buy,15.74,35.07,552.0,70.83,Pending
TXN3800,2025-02-14 10:39:01,U1376,Sell,23.43,31.81,745.31,0.0,Failed
TXN4454,2025-02-14 10:56:02,U2950,,0.0,0.0,0.0,0.0,Success
TXN1685,2025-02-14 10:00:55,U9167,,0.0,0.0,0.0,0.0,Pending
TXN3830,2025-02-14 10:26:16,U7938,Sell,73.16,35.74,2614.74,0.0,Failed
TXN5723,2025-02-14 10:01:41,U6351,Buy,82.61,37.63,3108.61,165.22,Failed
TXN9127,2025-02-14 10:17:27,U1814,,0.0,0.0,0.0,0.0,Pending
TXN5979,2025-02-14 10:17:16,U7105,Sell,39.73,30.66,1218.12,79.46,Failed
TXN7862,2025-02-14 10:24:09,U9423,Sell,55.6,37.87,2105.57,111.2,Pending
TXN9962,2025-02-14 10:29:17,U3621,Sell,29.43,39.79,1171.02,0.0,Success
TXN1480,2025-02-14 10:58:45,U8548,Sell,57.21,30.05,1719.16,257.44,Success
TXN7693,2025-02-14 10:52:39,U4578,,0.0,0.0,0.0,0.0,Failed
TXN8055,2025-02-14 10:40:45,U6524,,0.0,0.0,0.0,0.0,Pending
TXN6228,2025-02-14 10:54:35,U1976,Buy,63.63,35.32,2247.41,127.26,Success
TXN1837,2025-02-14 10:31:15,U4228,Buy,92.6,37.58,3479.91,0.0,Success
TXN8658,2025-02-14 10:30:30,U4723,,0.0,0.0,0.0,0.0,Pending
TXN5417,2025-02-14 10:43:20,U6658,,0.0,0.0,0.0,0.0,Failed
TXN1468,2025-02-14 10:04:19,U7909,Sell,60.32,33.51,2021.32,120.64,Success
TXN1079,2025-02-14 10:20:28,U6627,Buy,96.35,30.94,2981.07,0.0,Success
TXN8602,2025-02-14 10:40:43,U5338,,0.0,0.0,0.0,0.0,Pending
TXN6416,2025-02-14 10:12:50,U2288,,0.0,0.0,0.0,0.0,Success
TXN4915,2025-02-14 10:44:50,U6776,,0.0,0.0,0.0,0.0,Pending
TXN4025,2025-02-14 10:31:27,U5328,Sell,85.64,33.8,2894.63,171.28,Failed
TXN1837,2025-02-14 10:35:44,U6955,Buy,57.57,35.54,2046.04,0.0,Pending
TXN2314,2025-02-14 10:17:43,U8067,Buy,62.61,33.24,2081.16,0.0,Pending
TXN6122,2025-02-14 10:51:35,U4603,,0.0,0.0,0.0,0.0,Success
TXN8764,2025-02-14 10:12:43,U9909,Sell,51.01,32.47,1656.29,0.0,Success
TXN6201,2025-02-14 10:56:41,U8792,Sell,74.72,37.62,2810.97,0.0,Pending
TXN2663,2025-02-14 10:11:51,U7951,Sell,57.31,35.11,2012.15,0.0,Success
TXN1231,2025-02-14 10:40:13,U1970,Buy,17.55,38.32,672.52,0.0,Failed
TXN6505,2025-02-14 10:05:02,U8140,,0.0,0.0,0.0,0.0,Pending
TXN1532,2025-02-14 10:48:37,U6405,,0.0,0.0,0.0,0.0,Failed
TXN7861,2025-02-14 10:30:05,U4728,,0.0,0.0,0.0,0.0,Success
TXN5594,2025-02-14 10:53:21,U4754,,0.0,0.0,0.0,0.0,Failed
TXN6638,2025-02-14 10:58:02,U2481,,0.0,0.0,0.0,0.0,Success
TXN7050,2025-02-14 10:41:29,U4969,Sell,42.96,38.59,1657.83,0.0,Success
