Date_WET,price_first_auction,price_second_auction,traded_volume_mwh,price_forecast
[27/03/2025 16:00],65.53,62.06,3102.7,69.31
[27/03/2025 17:00],76.21,94.51,2533.3,49.02
[27/03/2025 18:00],40.35,96.62,2016.9,44.42
[27/03/2025 19:00],67.77,77.8,3952.1,48.97
[27/03/2025 20:00],93.15,74.54,3296.1,87.49
[27/03/2025 21:00],89.7,94.21,2578.1,51.44
[27/03/2025 22:00],88.42,73.37,3258.3,56.17
[27/03/2025 23:00],58.59,93.74,2308.6,42.74
[28/03/2025 00:00],53.7,49.24,4176.4,89.4
[28/03/2025 01:00],56.12,72.29,4175.4,42.53
[28/03/2025 02:00],91.18,68.84,3178.1,93.73
[28/03/2025 03:00],63.77,77.02,2810.4,69.38
[28/03/2025 04:00],47.68,85.42,4419.9,49.92
[28/03/2025 05:00],73.29,81.07,3619.8,69.13
[28/03/2025 06:00],81.64,91.88,5737.8,69.23
[28/03/2025 07:00],76.49,72.84,3144.8,88.38
[28/03/2025 08:00],52.56,57.96,2383.6,85.08
[28/03/2025 09:00],59.01,86.95,3508.6,54.69
[28/03/2025 10:00],64.0,77.88,3772.7,49.19
[28/03/2025 11:00],50.32,51.62,4832.4,49.57
[28/03/2025 12:00],71.97,58.38,2496.4,84.61
[28/03/2025 13:00],81.73,58.1,2013.2,71.74
[28/03/2025 14:00],93.14,52.14,5798.9,40.7
[28/03/2025 15:00],79.91,72.24,2178.2,48.32
[28/03/2025 16:00],78.62,99.07,4903.5,43.74
[28/03/2025 17:00],67.56,77.7,2911.4,82.96
[28/03/2025 18:00],54.71,96.67,2868.7,56.08
[28/03/2025 19:00],65.96,79.52,4524.2,93.11
[28/03/2025 20:00],86.96,73.84,4306.7,66.09
[28/03/2025 21:00],58.31,67.86,5638.9,93.61
[28/03/2025 22:00],42.0,81.26,4050.7,78.27
[28/03/2025 23:00],51.04,54.82,2422.5,94.28
[29/03/2025 00:00],78.65,66.49,2344.2,48.9
[29/03/2025 01:00],87.27,94.61,5709.7,75.22
[29/03/2025 02:00],74.37,45.77,5556.8,89.63
[29/03/2025 03:00],42.94,94.49,5691.0,86.03
[29/03/2025 04:00],63.91,57.7,5207.3,64.54
[29/03/2025 05:00],54.38,96.94,2123.2,94.97
[29/03/2025 06:00],44.58,52.88,2668.0,45.43
[29/03/2025 07:00],87.9,57.18,3721.5,68.7
[29/03/2025 08:00],62.2,69.27,5710.9,91.66
[29/03/2025 09:00],69.55,55.34,4723.2,72.13
[29/03/2025 10:00],76.73,77.14,4522.1,62.61
[29/03/2025 11:00],63.35,70.63,5319.1,71.09
[29/03/2025 12:00],42.67,45.64,5673.7,53.33
[29/03/2025 13:00],49.69,72.47,4722.1,45.0
[29/03/2025 14:00],89.18,97.39,3012.8,78.35
[29/03/2025 15:00],69.06,52.42,4365.6,50.21
[29/03/2025 16:00],55.78,47.55,2023.2,53.18
[29/03/2025 17:00],72.57,74.8,2844.3,76.47
[29/03/2025 18:00],57.12,88.08,3824.2,82.13
[29/03/2025 19:00],83.06,79.67,2923.1,40.71
[29/03/2025 20:00],53.84,52.65,5850.3,72.99
[29/03/2025 21:00],89.86,65.59,3559.1,58.26
[29/03/2025 22:00],40.28,50.24,5200.0,78.79
[29/03/2025 23:00],54.5,50.37,4388.7,41.12
[30/03/2025 00:00],83.02,95.51,4713.3,52.23
[30/03/2025 01:00],54.8,87.62,5809.9,79.06
[30/03/2025 02:00],57.25,46.93,4769.1,41.1
[30/03/2025 03:00],41.78,57.33,5601.2,57.08
[30/03/2025 04:00],67.92,90.48,3156.9,50.5
[30/03/2025 05:00],71.97,81.09,3699.8,85.61
[30/03/2025 06:00],89.8,89.23,4218.1,42.44
[30/03/2025 07:00],57.41,76.59,2886.5,67.09
[30/03/2025 08:00],43.07,77.98,4230.1,72.8
[30/03/2025 09:00],40.74,66.42,4101.4,71.91
[30/03/2025 10:00],40.07,97.53,5196.1,80.85
[30/03/2025 11:00],69.72,45.71,5992.8,90.37
[30/03/2025 12:00],70.37,68.55,5481.5,81.17
[30/03/2025 13:00],57.35,88.23,5039.3,94.0
[30/03/2025 14:00],78.06,88.14,4454.2,81.0
[30/03/2025 15:00],65.1,83.06,2642.9,43.03
[30/03/2025 16:00],67.73,73.97,3462.6,42.38
[30/03/2025 17:00],44.07,45.91,3140.1,54.74
[30/03/2025 18:00],47.48,98.96,2015.8,40.96
[30/03/2025 19:00],74.77,97.55,2590.9,76.32
[30/03/2025 20:00],75.57,58.63,5326.0,47.97
[30/03/2025 21:00],75.15,46.48,4615.6,53.86
[30/03/2025 22:00],60.21,50.95,3318.6,65.22
[30/03/2025 23:00],53.04,80.45,2254.3,87.3
[31/03/2025 00:00],83.62,86.48,5717.2,50.96
[31/03/2025 01:00],54.14,61.1,4443.4,84.36
[31/03/2025 02:00],51.05,84.87,5976.6,68.12
[31/03/2025 03:00],76.15,71.46,4088.3,79.84
[31/03/2025 04:00],87.63,59.65,4982.9,58.77
[31/03/2025 05:00],80.94,97.7,4890.1,94.56
[31/03/2025 06:00],51.87,93.73,2758.6,71.51
[31/03/2025 07:00],42.74,65.89,3841.7,46.47
[31/03/2025 08:00],66.84,59.99,2847.2,52.08
[31/03/2025 09:00],43.95,93.43,3681.9,77.57
[31/03/2025 10:00],61.46,51.4,3920.7,56.77
[31/03/2025 11:00],47.81,54.14,3114.9,64.55
[31/03/2025 12:00],81.49,57.59,5489.3,45.21
[31/03/2025 13:00],72.61,82.95,3278.8,61.93
[31/03/2025 14:00],42.32,48.59,2332.3,77.48
[31/03/2025 15:00],78.69,56.71,2070.3,94.05
[31/03/2025 16:00],86.09,75.45,2186.0,68.52
[31/03/2025 17:00],74.34,72.75,2960.2,88.78
[31/03/2025 18:00],76.71,56.69,5885.8,77.79
[31/03/2025 19:00],78.35,78.15,3559.4,70.27
[31/03/2025 20:00],46.13,67.12,4146.2,58.92
[31/03/2025 21:00],71.26,72.29,2847.3,87.41
[31/03/2025 22:00],82.1,97.87,2826.7,40.34
[31/03/2025 23:00],51.03,61.26,5620.5,89.99
[01/04/2025 00:00],81.73,47.82,2203.4,93.44
[01/04/2025 01:00],85.62,73.78,3531.9,70.54
[01/04/2025 02:00],45.57,50.47,4470.3,61.8
[01/04/2025 03:00],72.27,48.26,5579.4,92.98
[01/04/2025 04:00],51.27,56.13,4432.5,40.62
[01/04/2025 05:00],64.41,62.98,2811.5,41.74
[01/04/2025 06:00],91.55,87.64,3769.6,51.75
[01/04/2025 07:00],42.66,60.67,2550.1,67.36
[01/04/2025 08:00],70.28,63.32,4315.9,68.49
[01/04/2025 09:00],50.63,95.0,2664.8,55.95
[01/04/2025 10:00],48.09,80.07,2500.0,50.63
[01/04/2025 11:00],55.99,56.45,5244.1,93.57
[01/04/2025 12:00],61.52,95.18,3084.9,56.99
[01/04/2025 13:00],73.79,75.94,4076.7,67.36
[01/04/2025 14:00],81.65,98.06,4052.1,72.83
[01/04/2025 15:00],64.6,99.34,4692.5,47.8
[01/04/2025 16:00],61.74,61.74,4567.1,41.33
[01/04/2025 17:00],87.45,79.45,3819.0,56.1
[01/04/2025 18:00],66.63,72.36,2124.1,80.31
[01/04/2025 19:00],90.1,88.62,5861.6,82.49
[01/04/2025 20:00],55.36,54.5,4687.9,90.35
[01/04/2025 21:00],78.36,46.42,3858.7,72.91
[01/04/2025 22:00],60.3,51.38,4536.9,77.57
[01/04/2025 23:00],63.2,62.68,5319.1,60.37
[02/04/2025 00:00],57.53,83.4,4988.1,63.6
[02/04/2025 01:00],42.6,82.22,5308.8,68.32
[02/04/2025 02:00],86.67,46.38,3712.3,77.95
[02/04/2025 03:00],66.85,62.05,4061.2,58.86
[02/04/2025 04:00],45.66,55.31,2104.7,67.14
[02/04/2025 05:00],65.39,73.44,2996.0,51.53
[02/04/2025 06:00],94.06,92.43,4592.7,76.34
[02/04/2025 07:00],57.82,72.57,2618.0,76.09
[02/04/2025 08:00],66.44,94.29,4841.5,70.9
[02/04/2025 09:00],67.74,69.44,3646.1,86.0
[02/04/2025 10:00],41.27,86.24,3236.3,80.74
[02/04/2025 11:00],92.45,79.44,2258.0,57.03
[02/04/2025 12:00],58.53,66.82,4185.8,81.69
[02/04/2025 13:00],57.61,80.11,4824.2,78.83
[02/04/2025 14:00],40.87,65.81,5685.7,75.57
[02/04/2025 15:00],51.21,95.25,3023.3,45.77
[02/04/2025 16:00],74.32,96.78,3848.9,81.7
[02/04/2025 17:00],58.25,49.01,4055.8,65.8
[02/04/2025 18:00],86.22,61.61,4051.2,86.76
[02/04/2025 19:00],41.11,73.37,3216.9,74.98
[02/04/2025 20:00],58.35,63.29,5564.9,48.98
[02/04/2025 21:00],88.3,79.97,3616.0,89.23
[02/04/2025 22:00],52.75,88.32,2463.6,61.29
[02/04/2025 23:00],53.61,73.32,5506.1,49.39
[03/04/2025 00:00],51.31,65.8,3624.3,67.05
[03/04/2025 01:00],66.72,78.96,3762.1,54.81
[03/04/2025 02:00],91.53,75.93,3220.2,63.55
[03/04/2025 03:00],64.57,55.21,5118.5,82.66
[03/04/2025 04:00],65.5,70.84,2080.4,58.85
[03/04/2025 05:00],48.35,62.14,5951.3,75.28
[03/04/2025 06:00],94.59,61.51,2752.8,64.01
[03/04/2025 07:00],70.96,88.63,2593.6,89.58
[03/04/2025 08:00],59.42,89.17,3620.2,86.74
[03/04/2025 09:00],83.76,65.1,3572.1,70.76
[03/04/2025 10:00],88.26,92.38,2663.6,82.64
[03/04/2025 11:00],41.18,56.29,5471.2,60.12
[03/04/2025 12:00],63.92,93.31,4537.3,54.31
[03/04/2025 13:00],49.25,91.68,3939.9,84.13
[03/04/2025 14:00],91.52,73.2,2072.2,48.33
[03/04/2025 15:00],88.27,62.83,2934.1,62.2
[03/04/2025 16:00],43.54,68.19,2616.0,72.26
[03/04/2025 17:00],80.21,69.76,5737.8,46.39
[03/04/2025 18:00],73.91,46.3,5170.8,75.04
[03/04/2025 19:00],41.68,46.47,5053.1,61.94
[03/04/2025 20:00],77.07,67.45,3126.9,89.75
[03/04/2025 21:00],58.62,88.88,5460.3,91.71
[03/04/2025 22:00],44.15,77.1,5731.1,80.88
[03/04/2025 23:00],80.85,61.91,2944.7,53.45
[04/04/2025 00:00],59.51,61.8,5788.0,94.38
[04/04/2025 01:00],88.32,50.87,3854.8,92.26
[04/04/2025 02:00],45.36,90.42,2730.0,54.93
[04/04/2025 03:00],72.76,98.51,4812.2,56.88
[04/04/2025 04:00],57.44,90.35,4404.6,62.69
[04/04/2025 05:00],50.62,82.61,5441.2,85.81
[04/04/2025 06:00],82.69,65.93,4088.2,50.36
[04/04/2025 07:00],49.12,98.88,3957.3,41.38
[04/04/2025 08:00],59.68,59.05,3963.8,75.91
[04/04/2025 09:00],59.5,54.96,5627.9,88.22
[04/04/2025 10:00],44.52,52.67,2102.5,85.71
[04/04/2025 11:00],42.36,51.84,2634.5,48.29
[04/04/2025 12:00],70.37,98.95,3575.7,93.31
[04/04/2025 13:00],46.11,86.03,2018.0,88.33
[04/04/2025 14:00],43.16,86.95,5551.6,92.23
[04/04/2025 15:00],42.91,57.03,3099.4,83.23
[04/04/2025 16:00],89.02,79.49,4374.6,82.82
[04/04/2025 17:00],63.06,49.29,4288.7,88.89
[04/04/2025 18:00],79.28,48.4,4122.7,75.85
[04/04/2025 19:00],77.72,91.43,5867.3,46.14
[04/04/2025 20:00],63.84,68.3,5672.9,47.6
[04/04/2025 21:00],81.74,54.72,2583.9,53.67
[04/04/2025 22:00],61.46,84.48,4181.2,86.06
[04/04/2025 23:00],72.47,90.76,2228.0,72.84
[05/04/2025 00:00],70.48,57.6,2833.1,63.3
[05/04/2025 01:00],75.38,91.53,5405.4,46.68
[05/04/2025 02:00],84.16,88.26,2253.4,67.19
[05/04/2025 03:00],79.31,53.1,2483.1,67.1
[05/04/2025 04:00],54.29,46.38,2197.9,64.98
[05/04/2025 05:00],42.31,55.89,5578.6,47.0
[05/04/2025 06:00],73.72,63.7,3913.8,66.8
[05/04/2025 07:00],74.65,46.63,5358.1,77.59
[05/04/2025 08:00],84.04,99.38,5693.1,85.05
[05/04/2025 09:00],62.74,68.47,3312.3,58.1
[05/04/2025 10:00],40.07,92.91,2032.7,44.8
[05/04/2025 11:00],46.57,54.15,4149.5,70.14
[05/04/2025 12:00],40.51,57.51,2246.6,75.78
[05/04/2025 13:00],54.48,48.14,3968.3,51.04
[05/04/2025 14:00],65.55,96.49,4336.7,79.26
[05/04/2025 15:00],46.67,63.1,5517.2,45.18
[05/04/2025 16:00],79.62,99.25,3438.1,45.21
[05/04/2025 17:00],78.01,54.07,3290.2,74.2
[05/04/2025 18:00],92.37,61.34,4804.5,61.67
[05/04/2025 19:00],50.07,54.46,5714.2,74.67
[05/04/2025 20:00],56.4,65.91,2384.3,75.72
[05/04/2025 21:00],54.22,80.47,3785.6,42.75
[05/04/2025 22:00],57.44,80.48,3109.7,90.86
[05/04/2025 23:00],75.95,50.69,3152.9,67.47
[06/04/2025 00:00],49.37,55.07,5125.4,86.41
[06/04/2025 01:00],85.27,51.29,2258.8,42.34
[06/04/2025 02:00],85.59,65.48,2022.8,64.58
[06/04/2025 03:00],82.18,65.99,4792.1,45.03
[06/04/2025 04:00],57.19,61.34,3801.4,53.23
[06/04/2025 05:00],59.77,94.96,4328.8,62.21
[06/04/2025 06:00],72.32,93.06,5486.8,69.63
[06/04/2025 07:00],56.86,93.67,5811.0,83.38
[06/04/2025 08:00],62.13,87.97,4170.5,74.42
[06/04/2025 09:00],70.09,96.63,2509.1,85.06
[06/04/2025 10:00],56.8,79.53,2342.2,79.07
[06/04/2025 11:00],58.01,89.86,4351.4,88.79
[06/04/2025 12:00],58.5,73.13,2305.7,73.55
[06/04/2025 13:00],70.11,52.62,3894.8,55.2
[06/04/2025 14:00],81.07,70.32,4550.2,55.15
[06/04/2025 15:00],56.68,51.33,4383.3,69.14
[06/04/2025 16:00],87.08,59.6,3185.2,46.93
[06/04/2025 17:00],56.31,59.42,2069.9,70.58
[06/04/2025 18:00],44.98,58.6,2216.7,74.38
[06/04/2025 19:00],43.72,98.42,5814.2,80.85
[06/04/2025 20:00],70.5,69.15,2174.8,48.74
[06/04/2025 21:00],55.68,64.71,3156.5,82.96
[06/04/2025 22:00],75.93,60.54,5318.6,63.65
[06/04/2025 23:00],51.7,70.18,4854.0,45.43
[07/04/2025 00:00],88.35,48.28,2470.2,50.47
[07/04/2025 01:00],71.92,95.75,4255.9,88.38
[07/04/2025 02:00],71.02,70.42,2698.7,56.49
[07/04/2025 03:00],79.87,46.59,4005.6,93.89
[07/04/2025 04:00],40.33,50.57,4133.5,41.12
[07/04/2025 05:00],90.25,81.64,2642.4,71.51
[07/04/2025 06:00],52.27,67.02,3344.8,75.1
[07/04/2025 07:00],57.71,90.61,2653.1,94.55
[07/04/2025 08:00],73.89,82.85,2576.2,86.49
[07/04/2025 09:00],62.23,49.11,5686.2,65.75
[07/04/2025 10:00],91.31,74.93,2185.9,60.94
[07/04/2025 11:00],65.22,53.42,3345.1,66.4
[07/04/2025 12:00],68.41,72.66,5615.4,47.72
[07/04/2025 13:00],65.8,85.57,2890.0,62.18
[07/04/2025 14:00],92.16,79.38,2169.0,75.25
[07/04/2025 15:00],75.65,72.71,2506.2,50.24
[07/04/2025 16:00],82.53,55.88,4778.1,91.02
[07/04/2025 17:00],41.55,68.6,4934.9,76.89
[07/04/2025 18:00],83.74,55.29,5957.3,47.25
[07/04/2025 19:00],65.82,58.81,3429.9,53.72
[07/04/2025 20:00],46.09,94.8,3786.9,68.38
[07/04/2025 21:00],88.95,90.16,3775.3,63.8
[07/04/2025 22:00],43.91,57.89,5022.8,59.81
[07/04/2025 23:00],58.79,91.7,2877.3,57.54
[08/04/2025 00:00],41.25,65.71,5902.6,82.8
[08/04/2025 01:00],90.37,61.57,4951.2,45.1
[08/04/2025 02:00],91.91,61.87,2641.1,41.48
[08/04/2025 03:00],64.0,96.64,5480.6,50.26
[08/04/2025 04:00],58.05,68.55,2975.2,90.5
[08/04/2025 05:00],50.9,64.52,4182.0,92.4
[08/04/2025 06:00],65.49,54.66,2385.7,49.13
[08/04/2025 07:00],90.11,52.61,4759.3,91.46
[08/04/2025 08:00],92.92,88.3,3196.2,50.01
[08/04/2025 09:00],60.18,63.41,5710.6,64.06
[08/04/2025 10:00],68.56,51.1,5290.8,91.88
[08/04/2025 11:00],80.72,64.25,5217.8,87.41
[08/04/2025 12:00],87.3,80.22,4080.3,51.42
[08/04/2025 13:00],74.22,50.65,3135.8,81.6
[08/04/2025 14:00],72.12,68.09,3304.1,57.42
[08/04/2025 15:00],51.78,73.88,5370.6,93.45
[08/04/2025 16:00],60.45,77.36,4664.1,76.67
[08/04/2025 17:00],90.94,47.12,3702.1,85.38
[08/04/2025 18:00],76.59,69.98,2515.9,81.08
[08/04/2025 19:00],41.42,87.44,4449.3,80.83
[08/04/2025 20:00],80.88,79.31,5262.9,61.47
[08/04/2025 21:00],70.78,96.33,2910.4,77.98
[08/04/2025 22:00],67.75,85.61,5794.4,74.7
[08/04/2025 23:00],65.52,63.1,3733.3,93.42
[09/04/2025 00:00],62.9,68.44,2904.1,57.68
[09/04/2025 01:00],94.26,78.66,4754.0,62.23
[09/04/2025 02:00],75.03,71.37,5159.3,44.41
[09/04/2025 03:00],79.64,99.19,3911.5,53.34
[09/04/2025 04:00],66.19,65.03,3983.6,88.62
[09/04/2025 05:00],50.51,99.22,5690.2,92.62
[09/04/2025 06:00],43.65,99.49,2845.4,50.57
[09/04/2025 07:00],49.12,79.05,4705.5,86.79
[09/04/2025 08:00],86.61,95.29,4189.3,76.16
[09/04/2025 09:00],88.27,61.3,3430.5,78.88
[09/04/2025 10:00],76.36,48.94,5563.9,41.84
[09/04/2025 11:00],73.51,71.37,5927.1,78.41
[09/04/2025 12:00],86.35,90.77,2660.9,91.28
[09/04/2025 13:00],84.66,58.72,2461.7,54.88
[09/04/2025 14:00],56.46,77.09,2148.8,49.51
[09/04/2025 15:00],74.02,97.92,2899.3,69.84
[09/04/2025 16:00],89.62,79.89,4056.4,44.93
[09/04/2025 17:00],53.35,84.21,2334.0,60.5
[09/04/2025 18:00],50.52,53.44,2286.0,72.14
[09/04/2025 19:00],54.38,51.39,4603.6,83.61
[09/04/2025 20:00],53.63,67.36,5259.5,79.15
[09/04/2025 21:00],84.2,52.39,4413.5,83.56
[09/04/2025 22:00],76.44,88.67,2762.8,43.78
[09/04/2025 23:00],58.14,73.56,3781.2,48.89
[10/04/2025 00:00],59.06,68.73,2002.4,62.25
[10/04/2025 01:00],59.71,93.8,5856.5,68.59
[10/04/2025 02:00],61.91,95.87,5955.6,40.8
[10/04/2025 03:00],67.51,55.38,3299.0,40.78
[10/04/2025 04:00],92.54,55.58,3574.8,92.78
[10/04/2025 05:00],58.37,97.91,5399.3,81.04
[10/04/2025 06:00],42.88,47.81,5957.9,45.8
[10/04/2025 07:00],86.84,79.76,5958.1,43.59
[10/04/2025 08:00],48.47,50.9,5479.7,92.3
[10/04/2025 09:00],85.07,71.03,3979.9,75.17
[10/04/2025 10:00],83.11,88.44,3959.2,85.01
[10/04/2025 11:00],61.1,85.35,3795.2,70.69
[10/04/2025 12:00],67.07,54.42,2390.8,46.21
[10/04/2025 13:00],53.93,80.92,2048.6,64.79
[10/04/2025 14:00],52.42,96.64,2211.0,68.5
[10/04/2025 15:00],86.07,57.78,2877.7,52.84
[10/04/2025 16:00],70.69,94.55,2362.9,79.35
[10/04/2025 17:00],49.78,73.14,4602.7,57.87
[10/04/2025 18:00],55.1,97.85,5141.1,51.71
[10/04/2025 19:00],80.17,70.47,3767.9,69.13
[10/04/2025 20:00],46.81,88.31,4288.9,83.06
[10/04/2025 21:00],54.71,72.12,3437.0,91.24
[10/04/2025 22:00],81.08,67.98,3245.7,72.96
[10/04/2025 23:00],77.44,87.67,2850.0,64.69
[11/04/2025 00:00],62.8,73.08,4614.4,47.85
[11/04/2025 01:00],82.94,59.8,4580.4,76.26
[11/04/2025 02:00],42.41,48.55,3846.8,45.18
[11/04/2025 03:00],46.6,53.24,5653.0,63.09
[11/04/2025 04:00],75.22,98.22,4522.4,48.88
[11/04/2025 05:00],56.49,56.04,2182.6,70.56
[11/04/2025 06:00],42.99,50.04,5372.4,74.36
[11/04/2025 07:00],62.29,71.06,3378.1,53.53
[11/04/2025 08:00],92.66,62.48,2417.8,91.83
[11/04/2025 09:00],56.57,48.76,2241.2,55.83
[11/04/2025 10:00],64.51,76.74,3976.7,73.79
[11/04/2025 11:00],83.82,50.1,2505.8,52.39
[11/04/2025 12:00],84.34,89.14,2143.0,72.16
[11/04/2025 13:00],45.21,90.38,4860.1,59.77
[11/04/2025 14:00],76.27,47.74,2595.8,67.13
[11/04/2025 15:00],80.21,68.21,2214.3,85.71
[11/04/2025 16:00],46.41,47.6,4181.7,77.25
[11/04/2025 17:00],62.21,88.25,3672.2,56.14
[11/04/2025 18:00],70.55,80.62,5994.4,71.54
[11/04/2025 19:00],89.02,82.87,2227.6,46.75
[11/04/2025 20:00],43.21,80.23,5572.8,86.99
[11/04/2025 21:00],85.97,58.27,3652.8,67.67
[11/04/2025 22:00],45.74,94.53,2330.2,72.27
[11/04/2025 23:00],75.51,82.03,3660.2,58.28
[12/04/2025 00:00],84.94,91.74,3462.5,87.92
[12/04/2025 01:00],54.32,86.44,4280.4,83.89
[12/04/2025 02:00],45.05,52.8,4305.2,92.83
[12/04/2025 03:00],90.6,78.66,3224.7,56.94
[12/04/2025 04:00],82.6,58.99,2945.5,80.12
[12/04/2025 05:00],49.82,50.96,2502.6,62.46
[12/04/2025 06:00],55.93,96.69,5180.1,62.6
[12/04/2025 07:00],87.6,65.39,3806.0,84.05
[12/04/2025 08:00],62.37,71.1,2047.6,50.48
[12/04/2025 09:00],87.14,62.18,3865.3,59.18
[12/04/2025 10:00],66.24,99.54,2855.2,83.2
[12/04/2025 11:00],59.26,57.09,3359.0,64.57
[12/04/2025 12:00],63.65,82.12,4310.4,80.28
[12/04/2025 13:00],57.17,66.46,3935.8,47.46
[12/04/2025 14:00],84.94,69.16,4509.9,74.09
[12/04/2025 15:00],74.32,57.61,4338.2,94.87
[12/04/2025 16:00],82.0,97.67,5852.5,91.56
[12/04/2025 17:00],59.58,64.75,2175.9,71.96
[12/04/2025 18:00],77.89,65.01,3458.2,72.4
[12/04/2025 19:00],64.92,81.04,4520.5,82.77
[12/04/2025 20:00],53.8,51.02,5981.3,45.35
[12/04/2025 21:00],91.11,85.46,5448.8,65.97
[12/04/2025 22:00],69.15,54.17,3895.4,79.16
[12/04/2025 23:00],75.19,99.88,2105.8,87.82
[13/04/2025 00:00],53.33,54.76,2474.2,91.68
[13/04/2025 01:00],63.23,69.89,2083.8,64.42
[13/04/2025 02:00],78.48,52.48,3135.4,55.63
[13/04/2025 03:00],43.53,64.13,4860.4,60.9
[13/04/2025 04:00],78.58,76.46,3666.1,53.61
[13/04/2025 05:00],64.8,88.21,5614.6,41.72
[13/04/2025 06:00],49.13,80.95,5428.9,75.29
[13/04/2025 07:00],43.7,69.95,3006.7,51.55
[13/04/2025 08:00],43.17,49.51,3054.6,63.88
[13/04/2025 09:00],69.51,62.2,4585.3,70.48
[13/04/2025 10:00],49.84,73.89,5707.2,56.57
[13/04/2025 11:00],76.82,76.03,3769.0,60.6
[13/04/2025 12:00],55.9,60.65,2386.9,77.69
[13/04/2025 13:00],64.2,57.22,2464.8,60.67
[13/04/2025 14:00],75.03,70.86,3692.0,73.82
[13/04/2025 15:00],50.53,93.65,5706.3,47.68
[13/04/2025 16:00],93.21,61.32,3388.5,48.38
[13/04/2025 17:00],89.08,93.49,4809.5,74.56
[13/04/2025 18:00],59.34,56.77,2780.1,66.83
[13/04/2025 19:00],42.42,62.29,3324.6,74.12
[13/04/2025 20:00],65.74,65.24,2243.5,79.61
[13/04/2025 21:00],81.8,85.92,4687.7,54.4
[13/04/2025 22:00],56.87,83.46,3762.2,55.05
[13/04/2025 23:00],82.62,73.12,3508.1,44.21
[14/04/2025 00:00],57.06,92.01,5792.5,75.89
[14/04/2025 01:00],90.01,61.19,5737.0,82.87
[14/04/2025 02:00],58.25,80.31,5881.7,57.34
[14/04/2025 03:00],73.34,83.36,3489.1,93.56
[14/04/2025 04:00],92.14,59.04,3737.9,77.08
[14/04/2025 05:00],82.96,67.96,4962.0,47.25
[14/04/2025 06:00],91.84,57.28,3622.3,82.71
[14/04/2025 07:00],87.35,78.28,3222.5,46.45
[14/04/2025 08:00],63.0,53.66,5595.7,86.27
[14/04/2025 09:00],65.94,92.05,2461.3,54.1
[14/04/2025 10:00],69.29,62.87,2790.2,53.19
[14/04/2025 11:00],76.89,89.9,5492.1,43.09
[14/04/2025 12:00],59.21,59.09,2158.7,50.6
[14/04/2025 13:00],45.62,50.52,2181.5,62.42
[14/04/2025 14:00],65.46,95.84,3079.9,64.64
[14/04/2025 15:00],48.5,47.98,5835.5,71.06
[14/04/2025 16:00],58.97,72.62,5210.3,70.7
[14/04/2025 17:00],66.02,55.06,2166.3,67.13
[14/04/2025 18:00],72.31,63.85,3369.9,88.21
[14/04/2025 19:00],54.83,63.15,4772.5,57.25
[14/04/2025 20:00],40.58,94.84,2992.5,56.54
[14/04/2025 21:00],45.29,55.26,3954.1,56.23
[14/04/2025 22:00],61.86,57.25,2207.6,69.06
[14/04/2025 23:00],69.54,84.45,5871.8,63.86
[15/04/2025 00:00],72.93,73.57,2789.1,42.94
[15/04/2025 01:00],82.79,49.83,5501.2,49.67
[15/04/2025 02:00],67.29,73.93,4820.9,74.1
[15/04/2025 03:00],73.51,94.18,3070.2,70.89
[15/04/2025 04:00],72.02,67.98,3483.0,88.0
[15/04/2025 05:00],57.19,66.92,5962.9,40.2
[15/04/2025 06:00],93.15,49.14,5920.6,65.34
[15/04/2025 07:00],45.98,71.6,2022.6,87.27
[15/04/2025 08:00],59.39,97.22,5041.0,92.21
[15/04/2025 09:00],81.18,84.47,5837.0,42.77
[15/04/2025 10:00],58.13,67.08,5406.9,76.55
[15/04/2025 11:00],91.21,96.96,3758.6,59.98
[15/04/2025 12:00],83.25,59.93,3649.8,55.19
[15/04/2025 13:00],82.39,86.26,4503.3,84.23
[15/04/2025 14:00],65.68,88.17,2063.9,76.47
[15/04/2025 15:00],74.18,83.54,2206.7,47.13
[15/04/2025 16:00],74.24,78.8,3669.8,94.76
[15/04/2025 17:00],86.35,66.13,5467.7,89.03
[15/04/2025 18:00],53.18,77.9,5584.2,76.87
[15/04/2025 19:00],61.92,46.36,3728.5,77.59
[15/04/2025 20:00],69.01,94.48,3739.4,51.06
[15/04/2025 21:00],55.69,67.26,2762.9,47.57
[15/04/2025 22:00],44.53,74.96,5413.2,42.18
[15/04/2025 23:00],92.41,71.82,4366.0,78.11
[16/04/2025 00:00],50.42,86.27,4688.0,75.83
[16/04/2025 01:00],85.78,73.43,3007.2,87.62
[16/04/2025 02:00],68.71,90.23,2767.1,92.94
[16/04/2025 03:00],49.89,66.19,5504.0,86.99
[16/04/2025 04:00],84.97,95.27,4308.4,43.02
[16/04/2025 05:00],65.62,73.62,2107.4,46.35
[16/04/2025 06:00],82.9,77.58,4159.6,52.8
[16/04/2025 07:00],75.72,93.8,2762.4,87.11
[16/04/2025 08:00],66.21,50.1,4861.1,49.3
[16/04/2025 09:00],40.48,89.97,3594.3,93.46
[16/04/2025 10:00],82.2,83.25,5884.3,57.12
[16/04/2025 11:00],90.47,84.08,2313.5,54.91
[16/04/2025 12:00],56.95,99.41,4392.9,47.02
[16/04/2025 13:00],64.6,63.44,5899.5,81.47
[16/04/2025 14:00],53.93,74.92,4592.4,42.03
[16/04/2025 15:00],94.56,95.43,4827.4,78.84
[16/04/2025 16:00],43.87,61.69,2596.8,86.86
