TradeKey,Date,CurrencyKey,TraderKey,Trade_Amount,Exchange_Rate,Total_Value_USD,Transaction_Fee
2161,2024-02-05,1,3,541496,1.07800436,583735.05,54.15
2162,2024-02-05,1,3,249495,1.07800436,268956.7,24.95
2163,2024-02-05,1,4,128272,1.07800436,138277.78,12.83
2164,2024-02-06,1,1,483286,1.074183106,519137.66,48.33
2165,2024-02-06,1,2,526128,1.074183106,565157.81,52.61
2166,2024-02-07,1,1,91746,1.075719953,98693.0,9.17
2167,2024-02-07,1,2,911396,1.075719953,980406.86,91.14
2168,2024-02-07,1,1,848791,1.075719953,913061.41,84.88
2169,2024-02-08,1,3,809409,1.077574611,872198.59,80.94
2170,2024-02-08,1,4,937184,1.077574611,1009885.68,93.72
2171,2024-02-09,1,1,368146,1.07772553,396760.34,36.81
2172,2024-02-09,1,1,283793,1.07772553,305850.96,28.38
2173,2024-02-09,1,4,924614,1.07772553,996480.11,92.46
2174,2024-02-12,1,3,644256,1.079820275,695680.69,64.43
2175,2024-02-12,1,3,23390,1.079820275,25257.0,2.34
2176,2024-02-13,1,2,414159,1.0772264,446143.01,41.42
2177,2024-02-13,1,4,524704,1.0772264,565225.0,52.47
2178,2024-02-13,1,4,724119,1.0772264,780040.1,72.41
2179,2024-02-14,1,1,467653,1.070893168,500806.4,46.77
2180,2024-02-14,1,2,998023,1.070893168,1068776.01,99.8
2181,2024-02-15,1,1,532365,1.073214769,571341.98,53.24
2182,2024-02-16,1,3,168737,1.077388763,181795.35,16.87
2183,2024-02-19,1,1,972147,1.078492761,1048453.5,97.21
2184,2024-02-20,1,1,77624,1.077539682,83642.94,7.76
2185,2024-02-20,1,4,715829,1.077539682,771334.15,71.58
2186,2024-02-21,1,4,765836,1.081314921,828109.89,76.58
2187,2024-02-22,1,1,251764,1.08204031,272418.8,25.18
2188,2024-02-22,1,1,42842,1.08204031,46356.77,4.28
2189,2024-02-22,1,1,968366,1.08204031,1047811.05,96.84
2190,2024-02-23,1,2,63003,1.082567453,68205.0,6.3
2191,2024-02-23,1,3,320730,1.082567453,347211.86,32.07
2192,2024-02-23,1,4,247041,1.082567453,267438.55,24.7
2193,2024-02-26,1,4,497405,1.082005143,538194.77,49.74
2194,2024-02-27,1,2,213955,1.085093021,232161.08,21.4
2195,2024-02-28,1,1,754838,1.08448112,818607.56,75.48
2196,2024-02-28,1,1,407696,1.08448112,442138.61,40.77
2197,2024-02-28,1,1,913166,1.08448112,990311.29,91.32
2198,2024-02-29,1,3,834010,1.083881617,903968.11,83.4
2199,2024-03-01,1,3,309311,1.080497026,334209.62,30.93
2200,2024-03-01,1,3,545785,1.080497026,589719.07,54.58
2201,2024-03-04,1,3,340460,1.084269404,369150.36,34.05
2202,2024-03-04,1,2,240936,1.084269404,261239.53,24.09
2203,2024-03-05,1,4,127045,1.085517049,137909.51,12.7
2204,2024-03-05,1,4,51329,1.085517049,55718.5,5.13
2205,2024-03-06,1,4,410322,1.085599542,445445.38,41.03
2206,2024-03-06,1,2,780621,1.085599542,847441.8,78.06
2207,2024-03-06,1,3,736807,1.085599542,799877.34,73.68
2208,2024-03-07,1,4,837937,1.089953899,913312.7,83.79
2209,2024-03-07,1,3,134906,1.089953899,147041.32,13.49
2210,2024-03-08,1,2,123689,1.095014453,135441.24,12.37
2211,2024-03-08,1,2,186259,1.095014453,203956.3,18.63
2212,2024-03-11,1,1,734635,1.094295502,803907.78,73.46
2213,2024-03-12,1,3,49461,1.093135118,54067.56,4.95
2214,2024-03-12,1,4,935835,1.093135118,1022994.1,93.58
2215,2024-03-12,1,3,903822,1.093135118,987999.57,90.38
2216,2024-03-13,1,1,88800,1.092776775,97038.58,8.88
2217,2024-03-13,1,3,808920,1.092776775,883968.99,80.89
2218,2024-03-13,1,1,528651,1.092776775,577697.53,52.87
2219,2024-03-14,1,3,859677,1.095530272,941802.18,85.97
2220,2024-03-15,1,3,550668,1.08834064,599314.36,55.07
2221,2024-03-15,1,2,227530,1.08834064,247630.15,22.75
2222,2024-03-18,1,4,938891,1.08825767,1021755.33,93.89
2223,2024-03-19,1,4,933115,1.08739388,1014663.54,93.31
2224,2024-03-20,1,3,76845,1.086330652,83479.08,7.68
2225,2024-03-20,1,1,769652,1.086330652,836096.56,76.97
2226,2024-03-21,1,1,885956,1.093721032,968988.71,88.6
2227,2024-03-21,1,4,663475,1.093721032,725656.56,66.35
2228,2024-03-21,1,1,583590,1.093721032,638284.66,58.36
2229,2024-03-22,1,2,911079,1.086236238,989647.03,91.11
2230,2024-03-22,1,2,690752,1.086236238,750319.85,69.08
2231,2024-03-22,1,3,321588,1.086236238,349320.54,32.16
2232,2024-03-25,1,4,404846,1.080753922,437538.9,40.48
2233,2024-03-26,1,2,384909,1.083822846,417173.17,38.49
2234,2024-03-26,1,1,579327,1.083822846,627887.84,57.93
2235,2024-03-26,1,2,508247,1.083822846,550849.71,50.82
2236,2024-03-27,1,1,145776,1.08323586,157909.79,14.58
2237,2024-03-28,1,1,304247,1.081338286,328993.93,30.42
2238,2024-03-28,1,1,820759,1.081338286,887518.13,82.08
2239,2024-03-28,1,2,521527,1.081338286,563947.11,52.15
2240,2024-03-29,1,2,400996,1.079447269,432854.04,40.1
2241,2024-03-29,1,1,835665,1.079447269,902056.3,83.57
2242,2024-03-29,1,2,186394,1.079447269,201202.49,18.64
2243,2024-04-01,1,2,375086,1.079272628,404820.05,37.51
2244,2024-04-01,1,3,366117,1.079272628,395140.06,36.61
2245,2024-04-02,1,4,381589,1.073721766,409720.41,38.16
2246,2024-04-03,1,4,170930,1.076855183,184066.86,17.09
2247,2024-04-03,1,2,225520,1.076855183,242852.38,22.55
2248,2024-04-03,1,3,215919,1.076855183,232513.49,21.59
2249,2024-04-04,1,2,816706,1.083834648,885174.26,81.67
2250,2024-04-04,1,2,672428,1.083834648,728800.76,67.24
2251,2024-04-04,1,2,244491,1.083834648,264987.82,24.45
2252,2024-04-05,1,1,666999,1.083705425,722830.43,66.7
2253,2024-04-05,1,3,396640,1.083705425,429840.92,39.66
2254,2024-04-08,1,2,682599,1.083048105,739287.55,68.26
2255,2024-04-09,1,2,281584,1.086366177,305903.33,28.16
2256,2024-04-09,1,1,371426,1.086366177,403504.64,37.14
2257,2024-04-09,1,3,297177,1.086366177,322843.04,29.72
2258,2024-04-10,1,2,573434,1.085929632,622708.97,57.34
2259,2024-04-11,1,4,297672,1.074171543,319750.79,29.77
2260,2024-04-12,1,3,524676,1.072685122,562812.14,52.47
2261,2024-04-12,1,3,354344,1.072685122,380099.54,35.43
2262,2024-04-15,1,3,768458,1.064962745,818379.14,76.85
2263,2024-04-15,1,2,359147,1.064962745,382478.17,35.91
2264,2024-04-15,1,2,623656,1.064962745,664170.41,62.37
2265,2024-04-16,1,2,704631,1.062574983,748723.27,70.46
2266,2024-04-17,1,2,919011,1.062146187,976124.03,91.9
2267,2024-04-18,1,3,947816,1.066939831,1011262.64,94.78
2268,2024-04-18,1,1,612569,1.066939831,653574.27,61.26
2269,2024-04-18,1,3,448382,1.066939831,478396.62,44.84
2270,2024-04-19,1,3,618955,1.064418554,658827.19,61.9
2271,2024-04-19,1,4,578299,1.064418554,615552.19,57.83
2272,2024-04-22,1,4,767984,1.065825343,818536.81,76.8
2273,2024-04-22,1,4,881939,1.065825343,939992.94,88.19
2274,2024-04-23,1,4,725060,1.06540525,772482.73,72.51
2275,2024-04-24,1,4,698788,1.07043457,748006.83,69.88
2276,2024-04-25,1,3,819100,1.069987893,876427.08,81.91
2277,2024-04-26,1,4,357930,1.07296145,384045.09,35.79
2278,2024-04-29,1,1,363320,1.070686698,389001.89,36.33
2279,2024-04-30,1,2,640870,1.071570158,686737.17,64.09
2280,2024-04-30,1,3,617979,1.071570158,662207.85,61.8
2281,2024-05-01,1,1,160689,1.066655278,171399.77,16.07
2282,2024-05-02,1,3,999301,1.072156072,1071406.63,99.93
2283,2024-05-02,1,2,625587,1.072156072,670726.9,62.56
2284,2024-05-03,1,4,171074,1.073306918,183614.91,17.11
2285,2024-05-03,1,1,847808,1.073306918,909958.19,84.78
2286,2024-05-03,1,2,716132,1.073306918,768629.43,71.61
2287,2024-05-06,1,1,433537,1.075812459,466404.51,43.35
2288,2024-05-06,1,4,610996,1.075812459,657317.11,61.1
2289,2024-05-06,1,3,146952,1.075812459,158092.79,14.7
2290,2024-05-07,1,2,792592,1.076750755,853424.03,79.26
2291,2024-05-07,1,1,885707,1.076750755,953685.68,88.57
2292,2024-05-08,1,3,580540,1.075049162,624109.04,58.05
2293,2024-05-08,1,2,154109,1.075049162,165674.75,15.41
2294,2024-05-08,1,2,934950,1.075049162,1005117.21,93.5
2295,2024-05-09,1,4,640583,1.074691057,688428.82,64.06
2296,2024-05-09,1,3,849401,1.074691057,912843.66,84.94
2297,2024-05-10,1,3,954878,1.078515887,1029851.09,95.49
2298,2024-05-10,1,1,380189,1.078515887,410039.88,38.02
2299,2024-05-13,1,4,858093,1.077040672,924201.06,85.81
2300,2024-05-13,1,3,188255,1.077040672,202758.29,18.83
2301,2024-05-14,1,3,610383,1.079354167,658819.43,61.04
2302,2024-05-15,1,3,181206,1.081455231,195966.18,18.12
2303,2024-05-15,1,4,762888,1.081455231,825029.22,76.29
2304,2024-05-16,1,1,521421,1.088980556,567817.33,52.14
2305,2024-05-16,1,4,68487,1.088980556,74581.01,6.85
2306,2024-05-16,1,4,596493,1.088980556,649569.28,59.65
2307,2024-05-17,1,1,970883,1.086779356,1055135.6,97.09
2308,2024-05-17,1,2,423405,1.086779356,460147.81,42.34
2309,2024-05-17,1,3,981702,1.086779356,1066893.47,98.17
2310,2024-05-20,1,2,954510,1.087547541,1038075.0,95.45
2311,2024-05-20,1,3,993089,1.087547541,1080031.5,99.31
2312,2024-05-20,1,2,252597,1.087547541,274711.25,25.26
2313,2024-05-21,1,3,482024,1.086082935,523518.04,48.2
2314,2024-05-22,1,1,669909,1.085517049,727197.64,66.99
2315,2024-05-22,1,2,649000,1.085517049,704500.56,64.9
2316,2024-05-22,1,3,133215,1.085517049,144607.15,13.32
2317,2024-05-23,1,3,635518,1.082520485,687961.25,63.55
2318,2024-05-23,1,2,734054,1.082520485,794628.49,73.41
2319,2024-05-24,1,2,309197,1.081268191,334324.88,30.92
2320,2024-05-27,1,2,944594,1.084763408,1024661.01,94.46
2321,2024-05-27,1,4,15795,1.084763408,17133.84,1.58
2322,2024-05-28,1,3,908432,1.086189151,986728.98,90.84
2323,2024-05-29,1,4,804747,1.085187197,873301.14,80.47
2324,2024-05-29,1,3,683076,1.085187197,741265.33,68.31
2325,2024-05-30,1,2,580066,1.080181956,626576.83,58.01
2326,2024-05-31,1,1,262898,1.083541036,284860.77,26.29
2327,2024-06-03,1,4,614345,1.085304976,666751.69,61.43
2328,2024-06-03,1,3,458851,1.085304976,497993.27,45.89
2329,2024-06-04,1,2,229799,1.090738535,250650.62,22.98
2330,2024-06-05,1,2,552746,1.088186622,601490.8,55.27
2331,2024-06-06,1,1,131203,1.087453008,142677.1,13.12
2332,2024-06-06,1,4,286730,1.087453008,311805.4,28.67
2333,2024-06-07,1,4,61445,1.089443207,66940.84,6.14
2334,2024-06-07,1,4,399928,1.089443207,435698.84,39.99
2335,2024-06-10,1,4,169242,1.07788825,182423.96,16.92
2336,2024-06-10,1,1,117353,1.07788825,126493.42,11.74
2337,2024-06-11,1,1,292958,1.076426268,315347.69,29.3
2338,2024-06-11,1,4,817698,1.076426268,880191.61,81.77
2339,2024-06-12,1,3,634054,1.074033022,680994.93,63.41
2340,2024-06-12,1,3,595669,1.074033022,639768.18,59.57
2341,2024-06-13,1,2,689829,1.081314921,745922.39,68.98
2342,2024-06-13,1,4,335253,1.081314921,362514.07,33.53
2343,2024-06-14,1,2,895967,1.073883176,962163.89,89.6
2344,2024-06-14,1,1,747763,1.073883176,803010.11,74.78
2345,2024-06-17,1,3,353275,1.070216894,378080.87,35.33
2346,2024-06-17,1,3,449429,1.070216894,480986.51,44.94
2347,2024-06-18,1,1,908575,1.074067712,975871.07,90.86
2348,2024-06-18,1,4,649619,1.074067712,697734.79,64.96
2349,2024-06-18,1,3,120898,1.074067712,129852.64,12.09
2350,2024-06-19,1,3,268833,1.07422924,288788.27,26.88
2351,2024-06-19,1,2,117624,1.07422924,126355.14,11.76
2352,2024-06-20,1,1,642077,1.075153232,690331.16,64.21
2353,2024-06-20,1,1,982425,1.075153232,1056257.41,98.24
2354,2024-06-21,1,1,269533,1.070640922,288573.06,26.95
2355,2024-06-21,1,2,622438,1.070640922,666407.59,62.24
2356,2024-06-21,1,1,31622,1.070640922,33855.81,3.16
2357,2024-06-24,1,1,16032,1.068775773,17134.61,1.6
2358,2024-06-25,1,2,928580,1.073272347,996619.24,92.86
2359,2024-06-25,1,2,834175,1.073272347,895296.96,83.42
2360,2024-06-25,1,1,871424,1.073272347,935275.28,87.14
2361,2024-06-26,1,2,741023,1.070961952,793607.44,74.1
2362,2024-06-27,1,4,377707,1.068010926,403395.2,37.77
2363,2024-06-27,1,1,885849,1.068010926,946096.41,88.58
2364,2024-06-28,1,4,257046,1.070847273,275257.01,25.7
2365,2024-07-01,1,1,924852,1.073525786,992852.47,92.49
2366,2024-07-01,1,2,376605,1.073525786,404295.18,37.66
2367,2024-07-02,1,3,817567,1.073710203,877830.03,81.76
2368,2024-07-03,1,2,457382,1.074841261,491613.05,45.74
2369,2024-07-03,1,1,706801,1.074841261,759698.88,70.68
2370,2024-07-04,1,3,977277,1.079330802,1054805.17,97.73
2371,2024-07-04,1,1,312655,1.079330802,337458.17,31.27
2372,2024-07-05,1,1,591588,1.08106935,639547.65,59.16
2373,2024-07-05,1,2,190890,1.08106935,206365.33,19.09
2374,2024-07-05,1,4,40324,1.08106935,43593.04,4.03
2375,2024-07-08,1,1,564261,1.08260262,610870.44,56.43
2376,2024-07-08,1,2,112208,1.08260262,121476.67,11.22
2377,2024-07-09,1,1,644661,1.083095074,698229.15,64.47
2378,2024-07-09,1,2,801503,1.083095074,868103.95,80.15
2379,2024-07-10,1,4,93959,1.081478596,101614.65,9.4
2380,2024-07-10,1,4,328547,1.081478596,355316.55,32.85
2381,2024-07-11,1,3,661403,1.083329678,716517.5,66.14
2382,2024-07-12,1,1,921240,1.087275624,1001641.8,92.12
2383,2024-07-12,1,4,186764,1.087275624,203063.94,18.68
2384,2024-07-15,1,1,588177,1.088553905,640262.37,58.82
2385,2024-07-16,1,4,283814,1.090155959,309401.52,28.38
2386,2024-07-16,1,4,788701,1.090155959,859807.1,78.87
2387,2024-07-17,1,2,881240,1.090250969,960772.76,88.12
2388,2024-07-17,1,1,169607,1.090250969,184914.2,16.96
2389,2024-07-17,1,1,279420,1.090250969,304637.93,27.94
2390,2024-07-18,1,1,274472,1.094020128,300277.89,27.45
2391,2024-07-18,1,4,532604,1.094020128,582679.5,53.26
2392,2024-07-19,1,2,837099,1.090155959,912568.46,83.71
2393,2024-07-19,1,1,736002,1.090155959,802356.97,73.6
2394,2024-07-22,1,4,127706,1.089918256,139189.1,12.77
2395,2024-07-22,1,1,481078,1.089918256,524335.69,48.11
2396,2024-07-23,1,3,111007,1.088980556,120884.46,11.1
2397,2024-07-23,1,1,714226,1.088980556,777778.23,71.42
2398,2024-07-23,1,2,299833,1.088980556,326512.31,29.98
2399,2024-07-24,1,2,189638,1.085069418,205770.39,18.96
2400,2024-07-24,1,3,513041,1.085069418,556685.1,51.3
2401,2024-07-24,1,1,249814,1.085069418,271065.53,24.98
2402,2024-07-25,1,3,857192,1.083952069,929155.04,85.72
2403,2024-07-25,1,2,756765,1.083952069,820296.99,75.68
2404,2024-07-25,1,1,591664,1.083952069,641335.42,59.17
2405,2024-07-26,1,3,748728,1.085128307,812465.95,74.87
2406,2024-07-26,1,1,225079,1.085128307,244239.59,22.51
2407,2024-07-29,1,4,763275,1.085375667,828440.11,76.33
2408,2024-07-29,1,1,774643,1.085375667,840778.66,77.46
2409,2024-07-29,1,1,578389,1.085375667,627769.35,57.84
2410,2024-07-30,1,1,587503,1.081946611,635646.88,58.75
2411,2024-07-31,1,1,362123,1.081607223,391674.85,36.21
2412,2024-07-31,1,3,902402,1.081607223,976044.52,90.24
2413,2024-08-01,1,4,418595,1.08239162,453083.72,41.86
2414,2024-08-01,1,4,757004,1.08239162,819374.79,75.7
2415,2024-08-02,1,2,539747,1.078760266,582257.62,53.97
2416,2024-08-05,1,1,235617,1.091083646,257077.86,23.56
2417,2024-08-05,1,1,164648,1.091083646,179644.74,16.46
2418,2024-08-05,1,2,495306,1.091083646,540420.28,49.53
2419,2024-08-06,1,4,123320,1.095098257,135047.52,12.33
2420,2024-08-07,1,2,13693,1.092621565,14961.27,1.37
2421,2024-08-08,1,1,984942,1.092812538,1076356.97,98.49
2422,2024-08-09,1,4,828232,1.091572046,904074.9,82.82
2423,2024-08-12,1,4,855244,1.091381311,933397.32,85.52
2424,2024-08-13,1,2,259483,1.093625188,283777.14,25.95
2425,2024-08-13,1,3,520271,1.093625188,568981.47,52.03
2426,2024-08-13,1,3,320949,1.093625188,350997.91,32.09
2427,2024-08-14,1,2,61279,1.099698663,67388.43,6.13
2428,2024-08-15,1,3,908183,1.101321578,1000201.53,90.82
2429,2024-08-16,1,4,236962,1.097273231,260012.06,23.7
2430,2024-08-19,1,1,208450,1.102499366,229815.99,20.85
2431,2024-08-19,1,4,799478,1.102499366,881423.99,79.95
2432,2024-08-19,1,3,23689,1.102499366,26117.11,2.37
2433,2024-08-20,1,2,28553,1.108647466,31655.21,2.86
2434,2024-08-20,1,3,224106,1.108647466,248454.55,22.41
2435,2024-08-20,1,4,885686,1.108647466,981913.54,88.57
2436,2024-08-21,1,3,920214,1.11279273,1024007.45,92.02
2437,2024-08-21,1,1,949994,1.11279273,1057146.42,95.0
2438,2024-08-21,1,2,455713,1.11279273,507114.11,45.57
2439,2024-08-22,1,4,20399,1.115536094,22755.82,2.04
2440,2024-08-22,1,4,33121,1.115536094,36947.67,3.31
2441,2024-08-23,1,2,227950,1.11171639,253415.75,22.8
2442,2024-08-23,1,3,377972,1.11171639,420197.67,37.8
2443,2024-08-23,1,1,74711,1.11171639,83057.44,7.47
2444,2024-08-26,1,2,644015,1.118793488,720519.79,64.4
2445,2024-08-26,1,1,604058,1.118793488,675816.16,60.41
2446,2024-08-27,1,4,457764,1.116470098,511079.82,45.78
2447,2024-08-28,1,1,750296,1.117793083,838675.68,75.03
2448,2024-08-28,1,2,413991,1.117793083,462756.28,41.4
2449,2024-08-28,1,4,90183,1.117793083,100805.93,9.02
2450,2024-08-29,1,2,132804,1.112495542,147743.86,13.28
2451,2024-08-29,1,2,238756,1.112495542,265614.99,23.88
2452,2024-08-29,1,3,755519,1.112495542,840511.52,75.55
2453,2024-08-30,1,1,961981,1.108045459,1065918.68,96.2
2454,2024-08-30,1,1,304289,1.108045459,337166.04,30.43
2455,2024-08-30,1,4,738799,1.108045459,818622.88,73.88
2456,2024-09-02,1,2,716370,1.1044842,791219.35,71.64
2457,2024-09-03,1,1,102760,1.106745601,113729.18,10.28
2458,2024-09-04,1,2,345611,1.104886889,381861.06,34.56
2459,2024-09-04,1,2,857976,1.104886889,947966.43,85.8
2460,2024-09-05,1,1,381991,1.108045459,423263.39,38.2
2461,2024-09-06,1,3,856969,1.111111164,952187.82,85.7
2462,2024-09-09,1,4,147152,1.108721256,163150.55,14.72
2463,2024-09-10,1,1,438647,1.103752732,484157.82,43.86
2464,2024-09-10,1,2,177370,1.103752732,195772.62,17.74
2465,2024-09-11,1,3,364435,1.102098346,401643.21,36.44
2466,2024-09-12,1,2,821777,1.101091146,904851.38,82.18
2467,2024-09-13,1,3,843638,1.107787728,934571.82,84.36
2468,2024-09-16,1,1,339879,1.108844161,376872.84,33.99
2469,2024-09-17,1,3,660031,1.112953663,734583.92,66.0
2470,2024-09-17,1,4,475410,1.112953663,529109.3,47.54
2471,2024-09-17,1,1,730088,1.112953663,812554.11,73.01
2472,2024-09-18,1,3,396104,1.112309933,440590.41,39.61
2473,2024-09-18,1,4,530431,1.112309933,590003.67,53.04
2474,2024-09-19,1,3,393143,1.111481667,436971.24,39.31
2475,2024-09-20,1,1,589921,1.116196036,658467.48,58.99
2476,2024-09-20,1,4,656648,1.116196036,732947.89,65.66
2477,2024-09-20,1,4,35964,1.116196036,40142.87,3.6
2478,2024-09-23,1,3,744853,1.11608386,831318.41,74.49
2479,2024-09-23,1,2,749432,1.11608386,836428.96,74.94
2480,2024-09-24,1,2,867813,1.111172795,964290.2,86.78
2481,2024-09-24,1,4,935697,1.111172795,1039721.05,93.57
2482,2024-09-25,1,4,381816,1.119119048,427297.56,38.18
2483,2024-09-25,1,2,521563,1.119119048,583691.09,52.16
2484,2024-09-26,1,3,491005,1.113102317,546538.8,49.1
2485,2024-09-26,1,1,186771,1.113102317,207895.23,18.68
2486,2024-09-27,1,4,290787,1.117717981,325017.86,29.08
2487,2024-09-27,1,1,704109,1.117717981,786995.29,70.41
2488,2024-09-30,1,1,802636,1.116981506,896529.57,80.26
2489,2024-09-30,1,4,419733,1.116981506,468834.0,41.97
2490,2024-09-30,1,2,828959,1.116981506,925931.87,82.9
2491,2024-10-01,1,3,228292,1.113660216,254239.72,22.83
2492,2024-10-01,1,4,437103,1.113660216,486784.22,43.71
2493,2024-10-02,1,4,81675,1.106390476,90364.44,8.17
2494,2024-10-03,1,3,17413,1.104850292,19238.76,1.74
2495,2024-10-03,1,1,655438,1.104850292,724160.87,65.54
2496,2024-10-04,1,3,846879,1.103557825,934579.95,84.69
2497,2024-10-07,1,4,604452,1.097453952,663358.24,60.45
2498,2024-10-08,1,1,351872,1.097574353,386205.68,35.19
2499,2024-10-09,1,3,380602,1.097574353,417738.99,38.06
2500,2024-10-09,1,3,353827,1.097574353,388351.44,35.38
2501,2024-10-10,1,3,157148,1.094331384,171971.99,15.71
2502,2024-10-11,1,3,170779,1.093386054,186727.38,17.08
2503,2024-10-11,1,1,170888,1.093386054,186846.56,17.09
2504,2024-10-11,1,1,966736,1.093386054,1057015.66,96.67
2505,2024-10-14,1,4,910607,1.092537999,994872.75,91.06
2506,2024-10-14,1,3,722872,1.092537999,789765.13,72.29
2507,2024-10-15,1,1,147573,1.090916991,160989.89,14.76
2508,2024-10-16,1,3,363336,1.088411689,395459.15,36.33
2509,2024-10-17,1,1,63333,1.086248159,68795.35,6.33
2510,2024-10-17,1,1,266212,1.086248159,289172.29,26.62
2511,2024-10-17,1,4,156113,1.086248159,169577.46,15.61
2512,2024-10-18,1,1,143931,1.082954288,155870.69,14.39
2513,2024-10-18,1,4,713771,1.082954288,772981.37,71.38
2514,2024-10-18,1,2,346366,1.082954288,375098.54,34.64
2515,2024-10-21,1,4,526733,1.086861968,572486.06,52.67
2516,2024-10-21,1,1,264896,1.086861968,287905.39,26.49
2517,2024-10-21,1,4,580701,1.086861968,631141.83,58.07
2518,2024-10-22,1,2,182725,1.081782818,197668.77,18.27
2519,2024-10-22,1,2,992151,1.081782818,1073291.9,99.22
2520,2024-10-23,1,3,421009,1.079727054,454574.81,42.1
2521,2024-10-24,1,2,963439,1.078050852,1038636.23,96.34
2522,2024-10-25,1,1,452549,1.082415104,489845.87,45.25
2523,2024-10-28,1,3,156232,1.079657078,168676.98,15.62
2524,2024-10-28,1,3,545506,1.079657078,588959.41,54.55
2525,2024-10-28,1,3,186789,1.079657078,201668.07,18.68
2526,2024-10-29,1,2,244259,1.081677437,264209.45,24.43
2527,2024-10-29,1,3,183243,1.081677437,198209.82,18.32
2528,2024-10-29,1,2,57150,1.081677437,61817.87,5.71
2529,2024-10-30,1,4,189386,1.082063675,204927.71,18.94
2530,2024-10-31,1,3,993632,1.08591783,1079002.71,99.36
2531,2024-10-31,1,1,17737,1.08591783,19260.92,1.77
2532,2024-10-31,1,3,891292,1.08591783,967869.87,89.13
2533,2024-11-01,1,4,809681,1.088613033,881429.29,80.97
2534,2024-11-04,1,2,154172,1.087453008,167654.81,15.42
2535,2024-11-04,1,1,668646,1.087453008,727121.1,66.86
2536,2024-11-05,1,4,945609,1.087405682,1028260.6,94.56
2537,2024-11-05,1,1,331252,1.087405682,360205.31,33.13
2538,2024-11-06,1,4,250390,1.093445897,273787.92,25.04
2539,2024-11-07,1,3,255545,1.073306918,274278.22,25.55
2540,2024-11-07,1,3,884206,1.073306918,949024.42,88.42
2541,2024-11-07,1,3,284876,1.073306918,305759.38,28.49
2542,2024-11-08,1,1,298383,1.079517245,322109.59,29.84
2543,2024-11-08,1,1,303827,1.079517245,327986.49,30.38
2544,2024-11-11,1,2,145669,1.071489811,156082.85,14.57
2545,2024-11-11,1,2,790571,1.071489811,847088.77,79.06
2546,2024-11-11,1,3,30256,1.071489811,32419.0,3.03
2547,2024-11-12,1,2,139115,1.066439152,148357.68,13.91
2548,2024-11-12,1,3,583244,1.066439152,621994.24,58.32
2549,2024-11-12,1,2,520276,1.066439152,554842.7,52.03
2550,2024-11-13,1,2,164985,1.061672568,175160.05,16.5
2551,2024-11-14,1,4,128685,1.056412458,135944.44,12.87
2552,2024-11-14,1,3,931349,1.056412458,983888.69,93.13
2553,2024-11-15,1,1,266072,1.053008437,280176.06,26.61
2554,2024-11-15,1,4,315224,1.053008437,331933.53,31.52
2555,2024-11-18,1,3,586275,1.053374529,617567.15,58.63
2556,2024-11-19,1,3,548257,1.059490442,580873.05,54.83
2557,2024-11-19,1,3,475993,1.059490442,504310.03,47.6
2558,2024-11-20,1,4,163303,1.060760379,173225.35,16.33
2559,2024-11-21,1,1,179238,1.054618716,189027.75,17.92
2560,2024-11-21,1,4,144817,1.054618716,152726.72,14.48
2561,2024-11-21,1,1,120928,1.054618716,127532.93,12.09
2562,2024-11-22,1,3,276529,1.046934128,289507.65,27.65
2563,2024-11-22,1,4,880385,1.046934128,921705.1,88.04
2564,2024-11-22,1,1,878942,1.046934128,920194.38,87.89
2565,2024-11-25,1,3,98940,1.047987342,103687.87,9.89
2566,2024-11-25,1,3,728970,1.047987342,763951.33,72.9
2567,2024-11-25,1,1,341398,1.047987342,357780.78,34.14
2568,2024-11-26,1,1,814338,1.044430017,850519.05,81.43
2569,2024-11-26,1,1,305782,1.044430017,319367.9,30.58
2570,2024-11-27,1,3,900633,1.04911983,944871.94,90.06
2571,2024-11-28,1,2,292094,1.056245089,308522.85,29.21
2572,2024-11-28,1,3,835804,1.056245089,882813.87,83.58
2573,2024-11-28,1,3,970111,1.056245089,1024674.98,97.01
2574,2024-11-29,1,1,98559,1.056300879,104107.96,9.86
2575,2024-11-29,1,3,987195,1.056300879,1042774.95,98.72
2576,2024-11-29,1,3,999849,1.056300879,1056141.38,99.98
2577,2024-12-02,1,1,286276,1.054507494,301880.19,28.63
2578,2024-12-02,1,2,435883,1.054507494,459641.89,43.59
2579,2024-12-03,1,1,158386,1.05012238,166324.68,15.84
2580,2024-12-03,1,1,413653,1.05012238,434386.27,41.37
2581,2024-12-03,1,1,696958,1.05012238,731891.19,69.7
2582,2024-12-04,1,2,749249,1.051082611,787522.6,74.92
2583,2024-12-04,1,2,709756,1.051082611,746012.19,70.98
2584,2024-12-04,1,1,548736,1.051082611,576766.87,54.87
2585,2024-12-05,1,2,621505,1.051414132,653459.14,62.15
2586,2024-12-05,1,3,525211,1.051414132,552214.27,52.52
2587,2024-12-06,1,3,676756,1.058559537,716386.52,67.68
2588,2024-12-06,1,2,914079,1.058559537,967607.04,91.41
2589,2024-12-09,1,2,763316,1.05654633,806478.72,76.33
2590,2024-12-09,1,4,905401,1.05654633,956598.1,90.54
2591,2024-12-09,1,1,592207,1.05654633,625694.13,59.22
2592,2024-12-10,1,4,98294,1.055520415,103751.32,9.83
2593,2024-12-11,1,3,864887,1.053296804,910982.71,86.49
2594,2024-12-11,1,4,127374,1.053296804,134162.63,12.74
