transaction_id,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id
TXN1473,17,High,TDKE,1,Slice_C
TXN7860,24,Medium,AES,1,Slice_A
TXN7971,29,Medium,RSA,1,Slice_B
TXN8765,8,High,TDKE,1,Slice_A
TXN2637,13,Low,RSA,0,Slice_A
TXN9795,22,High,TDKE,1,Slice_A
TXN3832,9,Low,RSA,0,Slice_B
TXN7963,8,High,TDKE,1,Slice_A
TXN9663,29,Medium,RSA,1,Slice_A
TXN6664,6,Medium,RSA,1,Slice_C
TXN7037,27,High,TDKE,1,Slice_C
TXN5148,14,Low,RSA,0,Slice_B
TXN8654,9,Low,RSA,0,Slice_B
TXN9048,11,High,TDKE,1,Slice_C
TXN3725,17,Low,AES,0,Slice_A
TXN6793,22,High,TDKE,1,Slice_A
TXN7341,17,Low,AES,0,Slice_B
TXN9934,14,High,TDKE,1,Slice_A
TXN2701,17,Medium,RSA,1,Slice_C
TXN9424,26,Medium,RSA,1,Slice_B
TXN1876,24,High,TDKE,1,Slice_B
TXN2755,21,Low,RSA,0,Slice_C
TXN7324,21,Low,AES,0,Slice_C
TXN1998,19,Low,AES,0,Slice_B
TXN4810,24,Low,RSA,0,Slice_C
TXN3867,12,High,TDKE,1,Slice_C
TXN3473,23,High,TDKE,1,Slice_A
TXN9432,5,High,TDKE,1,Slice_A
TXN1034,21,Medium,RSA,1,Slice_B
TXN2877,25,Low,RSA,0,Slice_C
TXN2993,7,Medium,AES,1,Slice_C
TXN5740,7,Low,AES,0,Slice_B
TXN7899,23,Medium,AES,1,Slice_A
TXN4253,13,Medium,RSA,1,Slice_B
TXN6429,18,Medium,AES,1,Slice_A
TXN7438,12,Medium,AES,1,Slice_B
TXN6307,23,Medium,RSA,1,Slice_A
TXN1246,9,Medium,RSA,1,Slice_A
TXN8522,12,Low,RSA,0,Slice_C
TXN9520,5,Medium,RSA,1,Slice_A
TXN8430,19,Medium,AES,1,Slice_C
TXN4878,16,Medium,AES,1,Slice_B
TXN5959,16,High,TDKE,1,Slice_A
TXN6918,27,High,TDKE,1,Slice_C
TXN3260,26,Low,AES,0,Slice_B
TXN7599,20,Medium,AES,1,Slice_B
TXN5330,26,Medium,RSA,1,Slice_B
TXN6225,16,Medium,AES,1,Slice_C
TXN1295,15,Medium,RSA,1,Slice_A
TXN3812,22,Low,RSA,0,Slice_C
TXN1082,19,High,TDKE,1,Slice_A
TXN7876,30,Medium,AES,1,Slice_B
TXN1965,25,Low,AES,0,Slice_A
TXN7091,15,High,TDKE,1,Slice_B
TXN1714,11,High,TDKE,1,Slice_A
TXN2161,15,Low,AES,0,Slice_A
TXN5201,23,Medium,RSA,1,Slice_C
TXN4719,21,Medium,RSA,1,Slice_C
TXN4495,20,High,TDKE,1,Slice_B
TXN2443,22,High,TDKE,1,Slice_A
TXN2158,26,Low,RSA,0,Slice_A
TXN4001,28,Medium,RSA,1,Slice_B
TXN4964,22,Medium,AES,1,Slice_C
TXN8336,21,High,TDKE,1,Slice_C
TXN3897,6,Medium,RSA,1,Slice_A
TXN8279,7,Medium,RSA,1,Slice_A
TXN3994,6,Low,RSA,0,Slice_B
TXN1696,5,Low,AES,0,Slice_A
TXN2365,17,High,TDKE,1,Slice_C
TXN1312,27,High,TDKE,1,Slice_A
TXN1389,27,High,TDKE,1,Slice_C
TXN1010,23,Medium,AES,1,Slice_A
TXN7843,28,High,TDKE,1,Slice_B
TXN5253,20,High,TDKE,1,Slice_B
TXN4133,23,Low,RSA,0,Slice_C
TXN4778,26,Low,AES,0,Slice_B
TXN1199,11,Medium,AES,1,Slice_C
TXN5656,14,Low,AES,0,Slice_A
TXN6518,16,Medium,AES,1,Slice_B
TXN6578,20,Low,AES,0,Slice_C
TXN7517,6,High,TDKE,1,Slice_C
TXN8196,27,Low,AES,0,Slice_C
TXN4175,17,Medium,RSA,1,Slice_B
TXN6475,7,Medium,AES,1,Slice_B
TXN5179,10,Low,AES,0,Slice_C
TXN3448,28,High,TDKE,1,Slice_C
TXN7910,22,Low,RSA,0,Slice_C
TXN4980,30,High,TDKE,1,Slice_C
TXN5613,22,Low,RSA,0,Slice_B
TXN4048,28,Low,RSA,0,Slice_B
TXN7475,30,High,TDKE,1,Slice_C
TXN8496,10,High,TDKE,1,Slice_B
TXN8591,10,High,TDKE,1,Slice_C
TXN1100,28,Low,AES,0,Slice_A
TXN9592,23,Medium,AES,1,Slice_C
TXN2547,22,Low,AES,0,Slice_C
TXN6127,20,High,TDKE,1,Slice_C
TXN2543,12,Medium,AES,1,Slice_A
TXN7151,23,Medium,AES,1,Slice_C
TXN6434,8,Low,AES,0,Slice_A
TXN8811,22,High,TDKE,1,Slice_C
TXN3216,13,Low,AES,0,Slice_C
TXN9599,23,Low,AES,0,Slice_C
TXN3073,13,Low,AES,0,Slice_A
TXN3139,8,High,TDKE,1,Slice_B
TXN4177,7,Medium,RSA,1,Slice_A
TXN5152,12,Medium,RSA,1,Slice_B
TXN7518,22,High,TDKE,1,Slice_A
TXN1375,7,Medium,AES,1,Slice_B
TXN7195,13,High,TDKE,1,Slice_C
TXN5520,11,High,TDKE,1,Slice_B
TXN1229,18,Medium,RSA,1,Slice_A
TXN4831,16,Medium,AES,1,Slice_B
TXN5701,11,Low,RSA,0,Slice_C
TXN4681,10,Medium,AES,1,Slice_A
TXN7313,11,Medium,AES,1,Slice_C
TXN6252,24,Low,AES,0,Slice_C
TXN7677,14,Low,AES,0,Slice_C
TXN7230,28,Medium,RSA,1,Slice_A
TXN1943,6,Low,AES,0,Slice_A
TXN6993,13,Medium,RSA,1,Slice_C
TXN5400,30,Medium,RSA,1,Slice_A
TXN4930,20,Medium,RSA,1,Slice_B
TXN9237,10,Medium,RSA,1,Slice_B
TXN9773,15,Low,RSA,0,Slice_C
TXN6598,9,Medium,RSA,1,Slice_C
TXN7505,19,Medium,AES,1,Slice_A
TXN2944,26,Medium,AES,1,Slice_A
TXN7806,30,High,TDKE,1,Slice_B
TXN7760,5,High,TDKE,1,Slice_C
TXN2998,16,Low,RSA,0,Slice_A
TXN5601,28,High,TDKE,1,Slice_B
TXN8547,25,Low,RSA,0,Slice_A
TXN9146,26,High,TDKE,1,Slice_C
TXN7732,9,High,TDKE,1,Slice_B
TXN8421,5,High,TDKE,1,Slice_B
TXN1764,16,Medium,AES,1,Slice_A
TXN3490,9,High,TDKE,1,Slice_B
TXN6239,23,Low,AES,0,Slice_A
TXN9668,11,Medium,RSA,1,Slice_B
TXN3525,28,Low,RSA,0,Slice_A
TXN3094,16,Low,AES,0,Slice_A
TXN3768,10,High,TDKE,1,Slice_B
TXN8760,7,Low,RSA,0,Slice_A
TXN7506,19,High,TDKE,1,Slice_C
TXN7374,6,High,TDKE,1,Slice_A
TXN3042,22,High,TDKE,1,Slice_C
TXN3996,22,Medium,RSA,1,Slice_B
TXN6313,11,Low,AES,0,Slice_A
TXN9328,14,Medium,AES,1,Slice_B
TXN3527,24,Medium,AES,1,Slice_B
TXN1807,30,Low,RSA,0,Slice_A
TXN2879,8,High,TDKE,1,Slice_A
TXN6165,7,High,TDKE,1,Slice_B
TXN7574,30,Medium,RSA,1,Slice_A
TXN8758,20,High,TDKE,1,Slice_B
TXN5119,28,Medium,AES,1,Slice_A
TXN6606,23,Low,RSA,0,Slice_C
TXN6259,30,High,TDKE,1,Slice_A
TXN5155,20,High,TDKE,1,Slice_A
TXN2471,18,Low,RSA,0,Slice_B
TXN8436,21,Medium,AES,1,Slice_A
TXN7985,10,High,TDKE,1,Slice_B
TXN7379,22,Low,RSA,0,Slice_C
TXN7887,11,Low,RSA,0,Slice_A
TXN2502,26,Low,RSA,0,Slice_A
TXN3042,5,Medium,RSA,1,Slice_B
TXN5633,9,Medium,RSA,1,Slice_B
TXN6065,19,Medium,AES,1,Slice_B
TXN7318,6,Medium,RSA,1,Slice_A
TXN7663,28,Medium,RSA,1,Slice_C
TXN4055,16,High,TDKE,1,Slice_C
TXN7228,28,High,TDKE,1,Slice_A
TXN6730,10,Medium,RSA,1,Slice_C
TXN7988,24,Low,RSA,0,Slice_C
TXN6712,18,High,TDKE,1,Slice_B
TXN5288,12,Medium,RSA,1,Slice_A
TXN2987,12,Low,RSA,0,Slice_B
TXN8387,13,Medium,RSA,1,Slice_A
TXN3807,28,Medium,AES,1,Slice_C
TXN9735,13,High,TDKE,1,Slice_A
TXN2697,20,High,TDKE,1,Slice_B
TXN5937,18,Medium,RSA,1,Slice_B
TXN3161,23,Medium,RSA,1,Slice_B
TXN3431,6,High,TDKE,1,Slice_A
TXN6828,17,Medium,RSA,1,Slice_A
TXN6527,23,Low,AES,0,Slice_A
TXN6906,12,High,TDKE,1,Slice_A
TXN9880,18,High,TDKE,1,Slice_C
TXN3223,18,High,TDKE,1,Slice_C
TXN1306,19,Low,RSA,0,Slice_C
TXN7492,25,Medium,AES,1,Slice_C
TXN7249,19,Medium,AES,1,Slice_B
TXN4085,30,Medium,AES,1,Slice_A
TXN5592,29,High,TDKE,1,Slice_A
TXN3186,30,High,TDKE,1,Slice_A
TXN1266,12,High,TDKE,1,Slice_A
TXN5155,18,Medium,RSA,1,Slice_A
TXN7993,24,Medium,RSA,1,Slice_A
TXN1928,16,High,TDKE,1,Slice_A
TXN3835,27,High,TDKE,1,Slice_A
TXN9850,10,Low,AES,0,Slice_B
TXN7116,18,Medium,RSA,1,Slice_C
TXN8803,24,High,TDKE,1,Slice_B
TXN7329,25,High,TDKE,1,Slice_B
TXN2050,27,Medium,RSA,1,Slice_B
TXN5616,28,Low,AES,0,Slice_A
TXN5081,7,High,TDKE,1,Slice_A
TXN9698,22,Medium,AES,1,Slice_C
TXN8445,12,Low,AES,0,Slice_B
TXN5125,8,Medium,AES,1,Slice_A
TXN3328,13,High,TDKE,1,Slice_A
TXN8444,8,Medium,AES,1,Slice_B
TXN6251,25,Medium,AES,1,Slice_A
TXN1024,19,High,TDKE,1,Slice_B
TXN9496,23,Medium,AES,1,Slice_B
TXN1340,21,Low,RSA,0,Slice_A
TXN6131,17,Medium,AES,1,Slice_A
TXN6186,15,High,TDKE,1,Slice_A
TXN3516,30,Low,AES,0,Slice_A
TXN7043,29,Medium,AES,1,Slice_A
TXN6205,30,High,TDKE,1,Slice_C
TXN3823,29,High,TDKE,1,Slice_A
TXN7176,13,Low,AES,0,Slice_C
TXN6564,6,High,TDKE,1,Slice_B
TXN9756,10,High,TDKE,1,Slice_C
TXN3896,14,Low,AES,0,Slice_C
TXN9819,18,Low,RSA,0,Slice_B
TXN1138,15,Medium,AES,1,Slice_B
TXN6006,5,High,TDKE,1,Slice_B
TXN9232,21,Medium,AES,1,Slice_B
TXN6362,17,Medium,RSA,1,Slice_C
TXN2945,9,High,TDKE,1,Slice_B
TXN3953,18,High,TDKE,1,Slice_A
TXN4167,13,Low,AES,0,Slice_A
TXN8956,29,Medium,RSA,1,Slice_C
TXN9631,27,High,TDKE,1,Slice_A
TXN1326,28,High,TDKE,1,Slice_C
TXN2022,17,High,TDKE,1,Slice_A
TXN6271,12,Low,AES,0,Slice_B
TXN3651,29,Low,AES,0,Slice_A
TXN7522,12,High,TDKE,1,Slice_C
TXN9218,30,High,TDKE,1,Slice_A
TXN7676,15,Low,AES,0,Slice_C
TXN7594,29,High,TDKE,1,Slice_A
TXN4110,9,High,TDKE,1,Slice_C
TXN9324,7,Low,RSA,0,Slice_B
TXN1324,29,Low,RSA,0,Slice_C
TXN1102,8,Low,RSA,0,Slice_A
TXN3087,8,Medium,RSA,1,Slice_C
TXN5046,27,Low,AES,0,Slice_C
TXN7174,17,High,TDKE,1,Slice_C
TXN2543,23,High,TDKE,1,Slice_B
TXN4662,18,Low,AES,0,Slice_B
TXN5880,24,Medium,RSA,1,Slice_C
TXN2031,24,Medium,RSA,1,Slice_A
TXN1063,24,Low,RSA,0,Slice_B
TXN2233,30,Low,RSA,0,Slice_A
TXN8570,22,Low,AES,0,Slice_B
TXN9744,26,Low,RSA,0,Slice_A
TXN3800,17,Medium,RSA,1,Slice_C
TXN2002,21,High,TDKE,1,Slice_A
TXN9841,30,High,TDKE,1,Slice_B
TXN5999,12,Low,RSA,0,Slice_B
TXN2736,19,Medium,AES,1,Slice_A
TXN4487,17,Low,RSA,0,Slice_A
TXN6830,13,Low,AES,0,Slice_B
TXN5820,6,Low,RSA,0,Slice_C
TXN2938,5,High,TDKE,1,Slice_C
TXN8007,13,High,TDKE,1,Slice_C
TXN1708,17,Medium,AES,1,Slice_B
TXN7190,18,Medium,AES,1,Slice_B
TXN3920,25,Low,RSA,0,Slice_B
TXN5237,30,Medium,RSA,1,Slice_C
TXN8161,20,High,TDKE,1,Slice_A
TXN6456,24,High,TDKE,1,Slice_A
TXN5081,10,High,TDKE,1,Slice_A
TXN8738,19,Medium,AES,1,Slice_B
TXN9782,12,Low,RSA,0,Slice_C
TXN6263,26,Medium,AES,1,Slice_C
TXN2661,15,Medium,RSA,1,Slice_C
TXN8350,16,Medium,AES,1,Slice_B
TXN8440,16,High,TDKE,1,Slice_B
TXN9665,27,Low,RSA,0,Slice_A
TXN5741,5,High,TDKE,1,Slice_A
TXN9681,25,Low,AES,0,Slice_B
TXN9404,10,Low,AES,0,Slice_B
TXN8862,10,Medium,AES,1,Slice_B
TXN3002,15,Low,AES,0,Slice_B
TXN1819,8,Medium,RSA,1,Slice_C
TXN4080,28,Medium,AES,1,Slice_C
TXN2069,13,Medium,RSA,1,Slice_B
TXN1862,6,High,TDKE,1,Slice_A
TXN6575,5,Low,AES,0,Slice_C
TXN6576,7,Low,RSA,0,Slice_C
TXN5759,14,Medium,RSA,1,Slice_C
TXN9465,16,Medium,AES,1,Slice_C
TXN9032,9,Low,AES,0,Slice_C
TXN3935,26,Low,AES,0,Slice_A
TXN9664,24,Medium,AES,1,Slice_B
TXN6376,30,Medium,AES,1,Slice_B
TXN3619,8,High,TDKE,1,Slice_A
TXN4565,8,High,TDKE,1,Slice_C
TXN9055,5,High,TDKE,1,Slice_C
TXN3734,9,Low,RSA,0,Slice_B
TXN4403,5,Low,RSA,0,Slice_C
TXN6216,17,High,TDKE,1,Slice_C
TXN2991,7,High,TDKE,1,Slice_A
TXN3058,8,High,TDKE,1,Slice_C
TXN1692,21,Medium,AES,1,Slice_C
TXN3015,27,Medium,AES,1,Slice_B
TXN6623,19,High,TDKE,1,Slice_A
TXN6712,12,High,TDKE,1,Slice_B
TXN1988,15,Low,RSA,0,Slice_B
TXN7008,17,Medium,AES,1,Slice_C
TXN4046,26,Low,AES,0,Slice_C
TXN9324,22,Low,RSA,0,Slice_C
TXN7715,30,Medium,RSA,1,Slice_A
TXN7753,11,Medium,RSA,1,Slice_B
TXN1702,9,Medium,AES,1,Slice_A
TXN3338,8,Medium,RSA,1,Slice_C
TXN8426,12,Low,RSA,0,Slice_A
TXN7746,26,Low,AES,0,Slice_C
TXN3836,29,Medium,AES,1,Slice_C
TXN6384,11,High,TDKE,1,Slice_C
TXN2963,6,High,TDKE,1,Slice_B
TXN9255,25,Low,RSA,0,Slice_C
TXN4834,8,High,TDKE,1,Slice_C
TXN1204,18,High,TDKE,1,Slice_A
TXN3092,13,High,TDKE,1,Slice_C
TXN4811,25,Medium,RSA,1,Slice_B
TXN1119,27,Low,RSA,0,Slice_A
TXN4524,6,Low,RSA,0,Slice_C
TXN6071,23,Low,RSA,0,Slice_A
TXN7386,20,Medium,AES,1,Slice_A
TXN1229,24,High,TDKE,1,Slice_A
TXN6004,20,High,TDKE,1,Slice_A
TXN7543,15,High,TDKE,1,Slice_B
TXN3220,5,Medium,RSA,1,Slice_B
TXN6128,30,Low,AES,0,Slice_A
TXN4542,19,High,TDKE,1,Slice_A
TXN2788,7,Low,RSA,0,Slice_B
TXN4041,13,Low,RSA,0,Slice_A
TXN2817,30,High,TDKE,1,Slice_B
TXN8451,12,Medium,RSA,1,Slice_A
TXN6907,17,High,TDKE,1,Slice_A
TXN3966,26,Low,AES,0,Slice_C
TXN5998,26,High,TDKE,1,Slice_B
TXN6785,19,Low,RSA,0,Slice_C
TXN1394,22,Medium,AES,1,Slice_B
TXN3153,26,High,TDKE,1,Slice_B
TXN2489,17,Low,RSA,0,Slice_C
TXN9779,21,Low,RSA,0,Slice_A
TXN8595,21,Low,AES,0,Slice_B
TXN2451,6,Medium,RSA,1,Slice_C
TXN3140,28,Low,AES,0,Slice_B
TXN3094,18,Medium,RSA,1,Slice_A
TXN3584,21,Medium,RSA,1,Slice_B
TXN4071,28,Medium,AES,1,Slice_A
TXN6387,21,Medium,AES,1,Slice_B
TXN7607,8,Low,AES,0,Slice_A
TXN9537,5,Low,AES,0,Slice_B
TXN3494,23,Low,RSA,0,Slice_C
TXN1732,30,Low,RSA,0,Slice_B
TXN2346,6,High,TDKE,1,Slice_A
TXN9438,12,Medium,AES,1,Slice_A
TXN2395,24,Low,RSA,0,Slice_C
TXN6402,30,Medium,AES,1,Slice_A
TXN5256,13,Medium,RSA,1,Slice_A
TXN6269,9,Low,AES,0,Slice_A
TXN3260,9,Low,AES,0,Slice_C
TXN5734,7,Medium,RSA,1,Slice_C
TXN3227,12,Medium,RSA,1,Slice_A
TXN5827,8,Low,AES,0,Slice_C
TXN6439,30,Low,RSA,0,Slice_B
TXN1293,12,High,TDKE,1,Slice_B
TXN7691,19,High,TDKE,1,Slice_A
TXN3879,28,Low,RSA,0,Slice_A
TXN2467,13,Low,RSA,0,Slice_A
TXN8035,14,Low,AES,0,Slice_A
TXN7864,12,High,TDKE,1,Slice_B
TXN4358,18,High,TDKE,1,Slice_B
TXN9761,19,Low,AES,0,Slice_B
TXN1062,30,Medium,AES,1,Slice_A
TXN2254,30,Low,RSA,0,Slice_B
TXN2319,6,Low,AES,0,Slice_B
TXN1598,14,Low,RSA,0,Slice_B
TXN3057,18,Low,RSA,0,Slice_C
TXN2809,29,Medium,AES,1,Slice_B
TXN3819,27,Medium,RSA,1,Slice_C
TXN3027,5,Low,RSA,0,Slice_A
TXN4692,21,High,TDKE,1,Slice_C
TXN9654,30,Medium,AES,1,Slice_B
TXN5254,10,High,TDKE,1,Slice_A
TXN6095,27,Medium,AES,1,Slice_B
TXN9648,25,Low,RSA,0,Slice_A
TXN4319,11,High,TDKE,1,Slice_C
TXN1810,20,High,TDKE,1,Slice_A
TXN9132,19,Low,RSA,0,Slice_A
TXN2719,29,High,TDKE,1,Slice_C
TXN5233,19,Low,RSA,0,Slice_B
TXN2973,27,High,TDKE,1,Slice_A
TXN3727,19,Low,AES,0,Slice_B
TXN8667,12,Medium,AES,1,Slice_B
TXN7991,11,Low,RSA,0,Slice_B
TXN9034,11,Medium,RSA,1,Slice_A
TXN8330,8,High,TDKE,1,Slice_A
TXN9962,6,High,TDKE,1,Slice_A
TXN5208,10,High,TDKE,1,Slice_A
TXN1623,26,Medium,RSA,1,Slice_B
TXN7527,16,High,TDKE,1,Slice_B
TXN2939,28,High,TDKE,1,Slice_A
TXN1899,5,Medium,AES,1,Slice_A
TXN6963,28,Low,AES,0,Slice_C
TXN4639,5,Medium,AES,1,Slice_C
TXN2222,7,Medium,RSA,1,Slice_C
TXN7359,24,Medium,AES,1,Slice_B
TXN2486,13,Medium,RSA,1,Slice_B
TXN9037,15,Low,AES,0,Slice_A
TXN2251,29,Low,RSA,0,Slice_C
TXN6592,29,Low,RSA,0,Slice_A
TXN7280,16,Medium,RSA,1,Slice_B
TXN3315,6,Low,RSA,0,Slice_A
TXN7295,20,Low,AES,0,Slice_B
TXN2002,5,High,TDKE,1,Slice_B
TXN2194,15,Low,RSA,0,Slice_C
TXN7280,10,Medium,RSA,1,Slice_B
TXN9652,6,Medium,RSA,1,Slice_B
TXN3229,17,Low,AES,0,Slice_A
TXN2107,17,Medium,RSA,1,Slice_C
TXN6867,24,High,TDKE,1,Slice_B
TXN1494,21,Medium,AES,1,Slice_A
TXN6482,26,Low,AES,0,Slice_B
TXN7850,5,Medium,AES,1,Slice_C
TXN6270,20,Low,RSA,0,Slice_B
TXN3601,27,High,TDKE,1,Slice_A
TXN5254,9,Medium,AES,1,Slice_A
TXN3884,19,Medium,RSA,1,Slice_B
TXN2977,24,Low,RSA,0,Slice_A
TXN5394,22,High,TDKE,1,Slice_A
TXN3879,5,High,TDKE,1,Slice_C
TXN4066,18,Low,AES,0,Slice_A
TXN4020,22,High,TDKE,1,Slice_A
TXN8611,29,High,TDKE,1,Slice_B
TXN1176,11,High,TDKE,1,Slice_A
TXN8517,30,Medium,AES,1,Slice_C
TXN8267,5,Low,AES,0,Slice_C
TXN7515,28,Low,RSA,0,Slice_A
TXN4587,20,High,TDKE,1,Slice_C
TXN3622,29,Low,RSA,0,Slice_A
TXN8052,19,High,TDKE,1,Slice_C
TXN5976,20,Medium,RSA,1,Slice_A
TXN1009,20,Medium,RSA,1,Slice_A
TXN1730,27,High,TDKE,1,Slice_C
TXN1761,12,Low,AES,0,Slice_B
TXN9883,12,High,TDKE,1,Slice_A
TXN4152,7,High,TDKE,1,Slice_A
TXN6429,30,Low,AES,0,Slice_A
TXN9262,30,High,TDKE,1,Slice_C
TXN5023,18,High,TDKE,1,Slice_A
TXN1436,12,High,TDKE,1,Slice_A
TXN5427,6,Medium,RSA,1,Slice_C
TXN6129,17,High,TDKE,1,Slice_A
TXN8533,10,Low,RSA,0,Slice_C
TXN4328,30,High,TDKE,1,Slice_C
TXN3962,28,Medium,AES,1,Slice_B
TXN8757,21,Low,RSA,0,Slice_B
TXN2685,18,High,TDKE,1,Slice_B
TXN1433,28,Low,RSA,0,Slice_B
TXN5431,15,Medium,AES,1,Slice_B
TXN5438,6,Low,RSA,0,Slice_B
TXN8552,27,Low,RSA,0,Slice_A
TXN2530,27,Low,AES,0,Slice_C
TXN1121,17,Low,AES,0,Slice_A
TXN3787,6,High,TDKE,1,Slice_B
TXN9894,25,Low,RSA,0,Slice_C
TXN9690,20,High,TDKE,1,Slice_B
TXN1294,29,High,TDKE,1,Slice_B
TXN4550,16,High,TDKE,1,Slice_C
TXN3765,8,Low,AES,0,Slice_B
TXN7647,29,Medium,AES,1,Slice_C
TXN2485,23,Low,AES,0,Slice_C
TXN1220,9,Medium,RSA,1,Slice_A
TXN6614,16,Medium,AES,1,Slice_A
TXN8818,6,High,TDKE,1,Slice_C
TXN2226,12,High,TDKE,1,Slice_B
TXN9826,7,Low,AES,0,Slice_B
TXN1766,9,Medium,RSA,1,Slice_C
TXN6248,6,Medium,RSA,1,Slice_A
TXN5610,16,High,TDKE,1,Slice_A
TXN6334,18,Low,AES,0,Slice_A
TXN2823,24,Medium,RSA,1,Slice_C
TXN8131,14,High,TDKE,1,Slice_C
TXN8532,18,High,TDKE,1,Slice_B
TXN4414,14,High,TDKE,1,Slice_C
TXN5545,22,Medium,AES,1,Slice_A
TXN4093,10,High,TDKE,1,Slice_A
TXN4591,12,Medium,RSA,1,Slice_B
TXN4217,13,Medium,AES,1,Slice_A
TXN5807,18,Low,AES,0,Slice_B
TXN8661,18,Low,RSA,0,Slice_A
TXN1198,28,Medium,AES,1,Slice_A
TXN5563,24,High,TDKE,1,Slice_A
TXN4610,20,Low,RSA,0,Slice_C
TXN5810,21,Medium,RSA,1,Slice_A
TXN1839,16,Medium,RSA,1,Slice_B
TXN3152,30,High,TDKE,1,Slice_B
TXN5864,16,Low,AES,0,Slice_A
TXN8418,8,High,TDKE,1,Slice_C
TXN6480,22,Medium,AES,1,Slice_B
TXN6952,12,Medium,RSA,1,Slice_B
TXN9342,11,High,TDKE,1,Slice_B
TXN2970,20,Low,RSA,0,Slice_A
TXN1264,15,Low,AES,0,Slice_B
TXN4362,21,Low,RSA,0,Slice_B
TXN6159,8,Low,RSA,0,Slice_A
TXN7923,17,Low,RSA,0,Slice_A
TXN7402,26,High,TDKE,1,Slice_B
TXN3905,7,Low,AES,0,Slice_B
TXN3521,5,Low,RSA,0,Slice_B
TXN5299,14,High,TDKE,1,Slice_A
TXN9774,25,Low,AES,0,Slice_A
TXN6878,7,Low,RSA,0,Slice_C
TXN4110,22,Low,RSA,0,Slice_C
TXN1889,26,Low,AES,0,Slice_B
TXN9827,25,Medium,AES,1,Slice_C
TXN6631,29,High,TDKE,1,Slice_A
TXN5138,21,High,TDKE,1,Slice_B
TXN4272,9,Medium,RSA,1,Slice_A
TXN1785,25,Low,AES,0,Slice_C
TXN2074,18,Low,AES,0,Slice_C
TXN5901,9,Low,RSA,0,Slice_C
TXN8650,23,Low,AES,0,Slice_C
TXN7305,22,High,TDKE,1,Slice_C
TXN1274,18,High,TDKE,1,Slice_C
TXN5597,13,Medium,RSA,1,Slice_A
TXN3926,26,High,TDKE,1,Slice_B
TXN7126,5,Low,AES,0,Slice_A
TXN8512,19,Medium,AES,1,Slice_A
TXN7172,17,Medium,AES,1,Slice_C
TXN1688,27,Low,RSA,0,Slice_B
TXN1266,13,Low,AES,0,Slice_A
TXN8401,16,Medium,RSA,1,Slice_B
TXN4237,24,Low,RSA,0,Slice_B
TXN2207,14,Low,RSA,0,Slice_C
TXN3210,10,Medium,AES,1,Slice_A
TXN7831,17,Low,AES,0,Slice_C
TXN9981,21,Medium,RSA,1,Slice_B
TXN4068,10,High,TDKE,1,Slice_C
TXN5047,9,High,TDKE,1,Slice_B
TXN1480,27,Medium,RSA,1,Slice_A
TXN2103,25,Low,AES,0,Slice_A
TXN2158,20,Medium,AES,1,Slice_C
TXN8701,24,Low,RSA,0,Slice_C
TXN7287,30,Low,AES,0,Slice_B
TXN6398,5,Low,RSA,0,Slice_B
TXN2676,24,Medium,AES,1,Slice_C
TXN1556,26,Medium,AES,1,Slice_C
TXN8349,15,Medium,AES,1,Slice_C
TXN5757,13,High,TDKE,1,Slice_C
TXN6209,11,Medium,RSA,1,Slice_B
TXN1208,20,Medium,AES,1,Slice_A
TXN2411,28,Low,AES,0,Slice_C
TXN9448,10,Medium,RSA,1,Slice_B
TXN5695,22,Medium,AES,1,Slice_A
TXN2076,7,Medium,AES,1,Slice_C
TXN6853,12,Low,AES,0,Slice_C
TXN6687,24,High,TDKE,1,Slice_C
TXN9337,15,Medium,RSA,1,Slice_B
TXN7429,20,Medium,AES,1,Slice_A
TXN1185,22,Medium,AES,1,Slice_A
TXN9944,17,High,TDKE,1,Slice_C
TXN1653,27,Low,AES,0,Slice_C
TXN9751,15,High,TDKE,1,Slice_B
TXN8165,11,High,TDKE,1,Slice_A
TXN8674,20,High,TDKE,1,Slice_C
TXN8912,22,Low,RSA,0,Slice_A
TXN2505,13,Low,RSA,0,Slice_C
TXN6618,25,Medium,AES,1,Slice_B
TXN3603,5,Medium,RSA,1,Slice_B
TXN5563,27,High,TDKE,1,Slice_C
TXN3254,28,High,TDKE,1,Slice_C
TXN6553,13,Medium,RSA,1,Slice_B
TXN3167,17,High,TDKE,1,Slice_B
TXN1222,22,Medium,AES,1,Slice_A
TXN9469,17,High,TDKE,1,Slice_B
TXN7077,21,Low,AES,0,Slice_C
TXN8027,22,Low,AES,0,Slice_A
TXN1717,5,High,TDKE,1,Slice_B
TXN1381,19,Medium,RSA,1,Slice_C
TXN7007,25,High,TDKE,1,Slice_B
TXN1811,16,Medium,RSA,1,Slice_C
TXN5223,23,High,TDKE,1,Slice_A
TXN5683,14,Medium,AES,1,Slice_C
TXN3037,22,High,TDKE,1,Slice_C
TXN7378,11,Medium,RSA,1,Slice_B
TXN7654,30,Low,RSA,0,Slice_A
TXN9082,12,Medium,AES,1,Slice_B
TXN6072,25,High,TDKE,1,Slice_B
TXN1262,7,Medium,AES,1,Slice_C
TXN2111,28,Low,AES,0,Slice_B
TXN2538,16,High,TDKE,1,Slice_A
TXN5951,6,Low,RSA,0,Slice_B
TXN6986,30,Medium,RSA,1,Slice_C
TXN6231,25,Low,RSA,0,Slice_B
TXN5920,11,Medium,RSA,1,Slice_B
